column_1,column_2,column_3,column_4,column_5
26.33,-71.280965,42.0,-90936.7,56.324182
-87.74,-5831.75239,1131.0,-8841.4,-5948.602974
572877.07,60.182639,-352.0,-519.9,-729.995827
1749.35,-840396.595626,0.0,-0.5,193.030272
-83.14,0.868914,-818367.0,-1152.3,6.467311
-3351.03,-0.213233,-1.0,-0.8,394260.604431
775.46,960.146953,-859.0,68.3,0.44317
65732.39,0.347034,-124257.0,0.0,686903.728782
130.28,-55641.322033,-915.0,-1703.2,80.514297
-63081.39,2639.35235,72.0,262155.3,-35.467696
692179.53,376.209621,-239061.0,-26553.1,-467.1349
214.43,1233.825812,1.0,-13791.0,-31082.954573
-461427.99,-511.123607,-63.0,-0.7,-9.609184
-80.74,82.884455,84143.0,3.3,-6.577095
364754.35,-0.416257,1679.0,0.1,-0.348957
868602.43,661.952347,65336.0,0.9,7.903265
511.53,0.161736,-509.0,-16885.1,-124.550069
-84853.41,474842.98887,16.0,-407.7,7354.327367
0.1,-436.136522,964.0,-28516.5,-841.574701
275.17,-37.38229,-9.0,-7.4,-88.32491
620.36,9414.104142,-97.0,0.6,1881.516745
5.6,-381.701233,-275691.0,-45.6,-131417.240831
-96498.82,-46153.250069,1.0,-14.4,2.677532
4557.19,7.592738,-43823.0,-3736.3,833.068956
-547864.17,845.566766,-252850.0,6.5,-796.891443
62652.17,-85.426406,79521.0,18559.4,-8.749791
742145.63,161375.061271,318162.0,-1954.5,-1.108722
-25.57,37913.582447,61258.0,-15.8,-18.110371
0.75,-231826.418304,69049.0,304.5,74.218878
-1.61,-542362.346299,8.0,-2558.8,36.682243
-672.69,3203.559233,78972.0,289627.2,-157.18192
53917.8,6.671087,-771.0,-0.1,264.173568
593.31,1194.590456,40907.0,-24405.7,-9545.820523
-9167.67,259.685024,9760.0,40957.6,-80.143932
-1.19,-0.060637,507139.0,-6046.1,-75.325259
54365.59,0.334782,-5.0,-7896.2,13631.248823
5.67,-0.482113,5.0,2922.1,549.152786
48.17,-71.49481,-6.0,0.1,-0.211097
91.7,-1259.914953,1037.0,0.2,6.627218
-7854.22,72.820315,160763.0,77.8,0.099683
-1775.54,108791.274473,-93.0,322.2,-0.397666
-672.04,-79879.929478,484.0,-5272.8,7.246473
6942.31,-261974.532287,-0.0,6.1,-0.687028
50827.16,34.51017,-0.0,9.5,-8.692712
0.37,52.417498,-797.0,2706.8,500510.322428
-7426.54,-0.181572,-271246.0,-458030.0,-209574.177492
-91.28,-3.551177,657.0,-0.8,-140.664525
-0.05,-55.168121,888250.0,16.7,-0.98287
547.25,-0.862988,806.0,1.4,-412.435385
-964.86,419.420044,658762.0,-22512.8,-0.329283
606328.88,-0.848461,0.0,28.2,-0.871694
-3385.2,-3.381082,-1.0,18.5,78192.607827
-125.67,1.264408,-89.0,0.8,7211.149035
3857.43,3.378323,-12.0,527.0,-416626.708798
-1.98,2054.157718,-0.0,-4.3,-0.75466
0.89,885.03248,-6.0,578034.2,167560.599868
-0.13,2341.440727,883688.0,-96.4,0.613833
-0.99,0.971003,-8916.0,387629.0,-0.967037
-917.09,53.433588,77.0,991.4,688.005629
-469.91,0.959836,-30320.0,31.3,-755223.007584
0.08,-245449.437054,-9.0,9.6,7038.270525
701894.31,980.369997,-1.0,-6003.5,74142.95687
744.18,628.113029,-94.0,-78960.4,-31.334202
-0.95,186.839322,-1.0,1854.8,90.050064
341834.12,969335.179361,999341.0,-636.8,8535.650302
4327.63,-64.502721,-494.0,-0.7,-1.791181
-0.98,930.011285,-910.0,922109.5,1.048551
-233806.74,-0.100313,0.0,587.2,842152.61066
-3.2,55130.931994,422.0,660208.7,69.861767
-14362.47,4.370401,-34078.0,-933.9,46178.502586
264.17,80.907696,-834701.0,1800.1,7872.675547
-9.57,-1.370462,4.0,76888.3,-314476.683272
60.95,-71.290815,41.0,39423.5,616935.516693
-49660.93,-20799.20816,-0.0,6.5,-311124.381757
4684.62,-910.577005,3069.0,-631827.5,-48778.588816
-71.8,9.374658,48.0,-0.4,-1.014329
0.05,-716.625819,4560.0,83524.2,5437.054387
-1.59,-9.359922,754511.0,836641.9,4415.216406
977.24,-1.454626,2159.0,71064.4,264.976761
236.67,683846.177123,6221.0,130.2,44.946427
-63.55,-909.980494,-7.0,-0.6,-54380.937303
-4.93,177413.036263,5.0,74542.7,-88866.700561
-4.28,0.166729,-4445.0,-0.6,-65284.859636
81726.62,60.020427,-2757.0,-0.9,-29.055487
-786703.61,663406.348556,931.0,-25789.5,-3.903618
-7998.08,-69846.596405,525.0,-20.4,72015.380246
-1.0,82.214912,1.0,-53.3,-58.969361
86276.21,44.271077,3.0,98569.8,-170.633471
-72.5,830960.073971,0.0,3.0,-853.611617
873.63,80627.032714,-2064.0,21.3,7786.288974
-1.43,4.252128,-1.0,-6864.7,-855166.207852
296.24,60.165856,-0.0,585177.6,6.923383
9257.08,561767.690045,879.0,0.5,-74052.156885
6254.26,57.632367,-66.0,-6.2,1238.669081
798.96,59762.834702,-6730.0,366730.7,517115.241415
0.93,9178.319828,911.0,-152.8,40.794283
-77.97,786.250375,74.0,78.6,-357.799807
-461374.06,589.406128,-6510.0,-7532.1,-1121.224141
-465939.67,121.553323,-687435.0,44310.3,41.516908
-54.97,-686.885962,374124.0,43442.6,-377676.448056
21176.84,471.576674,-0.0,0.3,-77.881456
44177.96,77083.145204,-768902.0,-580949.7,505596.079484
-4373.91,-8.38482,-219.0,-558.9,64.47862
15.83,724.182565,6.0,54.8,6853.002283
-186.14,45900.790328,-0.0,2.3,-0.512826
-717.0,912399.386033,-714668.0,876.3,-1.913073
-998.52,73194.809752,-3312.0,65149.8,7.875171
-7.56,796.184953,-1.0,687.9,6521.951281
-0.22,-366.757821,640093.0,59.0,-56.113867
4506.68,-295.650166,-40071.0,0.1,-451.989294
-7.24,-777551.629296,-67528.0,815337.6,752480.392821
-6.33,39819.45352,1.0,-756.6,90378.692741
50254.13,574.143993,-3970.0,-4.6,-938.327727
116.55,-14347.847773,20595.0,-306511.0,8.223334
-0.04,6477.831274,-18.0,86198.7,843086.224434
-271426.49,0.126676,-77.0,0.6,66918.668102
-0.7,-1666.372449,7.0,-52.1,90540.729137
-470.11,74702.407282,924518.0,-104.2,-21585.381973
-0.31,77.375552,-1.0,6935.0,-6.041358
-8.54,-68.374677,0.0,-0.6,-0.625039
5108.36,-726915.882002,-5268.0,980.7,54529.702073
-976.06,-24.572211,-7019.0,-6.6,69611.218145
-0.44,1.948874,295.0,-655666.6,-1.006995
2.69,-45.094849,-4740.0,-9902.9,-32.691531
-7.14,-0.961893,753117.0,-92978.3,-0.261214
61929.23,-22.533484,398976.0,-637688.3,-2717.970714
-78461.28,-14444.980151,1.0,516.1,-30.613625
700.54,-0.353428,-1.0,17815.9,5.925675
-37017.77,84.4202,142299.0,42175.0,-13.563152
0.68,310632.28258,-898827.0,-0.7,7906.029724
11383.02,-49248.206486,-433.0,-8246.5,-66233.899404
-895948.27,31.129894,4162.0,-14.8,32933.445315
65062.09,40.419209,-768542.0,-2.7,86844.929881
-84.68,96.995391,457.0,-902.6,774676.959219
-0.22,1960.452907,-155886.0,-5026.1,-44.106371
-77.54,8.237028,-114.0,1.9,-1735.992907
-7820.65,-6188.586589,-237555.0,76287.7,602439.261907
21827.4,41.17375,1.0,-406.4,-2.607378
36051.2,-0.999625,-85.0,-763293.7,2514.731589
1.25,-11846.276381,1.0,2.2,-45014.061952
-0.68,-20282.529969,8.0,-150412.6,17344.594516
65451.06,-80.342843,13566.0,312.4,0.864672
-4340.13,-5.561261,78.0,0.9,33145.153552
-1863.49,9.6318,5.0,-721364.2,42.000668
-31.6,8.421328,-303381.0,-88.6,-44.67
7604.19,22.546305,1264.0,9673.8,-529027.08249
-738.83,-582994.952691,-588.0,0.5,0.703636
-19.56,-78864.368627,6.0,-8.3,29.595844
711.78,-4320.73427,-93510.0,-9.8,-11.155576
-75884.32,-0.372083,2.0,5197.5,35.696985
-948854.24,0.893319,-4413.0,38580.3,-228.046166
-511.94,-4.934265,-85444.0,4.3,0.625857
-727938.95,-177698.009138,-8.0,-32765.2,-0.294681
38600.76,-1.52022,-55.0,-0.1,9.592922
-18931.09,5129.286195,-966657.0,7482.8,32096.150575
0.35,-8602.424579,-256.0,9801.7,-845639.028413
-291815.0,-88.83535,-72.0,99.4,-32707.270723
-631.16,-7577.720868,63.0,736.4,2683.206913
86.11,-226.172578,-6.0,-9124.6,-73.348345
-9095.46,8525.774409,-0.0,167579.0,3026.947359
-68425.63,42884.777248,346.0,-6.7,-0.289275
78.19,634.728797,37.0,-10.2,-605.358865
34.88,-0.497162,47000.0,3330.8,95134.665016
39.25,-6306.203978,-939.0,-8.7,56.904509
65.9,67075.868332,-11.0,-90.7,-7948.445349
5.48,0.319174,-231.0,912058.9,575372.896749
-802.91,-76.3859,958.0,809.7,17647.184344
-5993.33,-80909.874686,78.0,1.0,0.566804
-7364.39,-43018.071886,85.0,-54243.8,-0.81855
9.25,389.149481,-1799.0,-12.6,-71.521244
19.74,-0.863459,-990.0,-553.9,-272.81154
-47.82,8.697906,1.0,-6235.7,766.238762
62.15,-91126.903724,5.0,-3159.3,-219664.261062
-83826.52,82217.868159,10.0,922.5,7702.293525
-723186.47,19.483713,69.0,34629.8,-23.030366
-275.95,0.259251,85.0,-3067.2,-584.845233
-458688.25,7304.552637,-859128.0,-9.9,-48.923741
-19.27,-7696.962604,-56927.0,-0.1,578.181181
-666531.74,63.928707,4488.0,73022.7,43.30394
335198.14,522.757657,-487.0,-0.8,1.961863
-4.88,13.290729,-68570.0,83.2,-1109.151904
-0.08,-8.416208,-52.0,69620.3,-44.249694
-45475.65,7114.301492,-96443.0,96386.3,4113.399253
-4.09,-739271.384264,-73.0,0.3,-52283.526189
63.44,611510.11224,37.0,651069.0,-399998.027156
60995.15,7.962955,1.0,70182.2,-73781.935638
-931.3,454364.569139,-0.0,0.5,27.551897
5467.39,-676.977604,-6584.0,29959.7,-78666.320319
-35.39,-953.987558,3329.0,-3.6,-57.286083
6.44,-690.867409,-409242.0,-79.1,-8467.043733
-994682.98,-0.72296,6.0,-291.8,-0.585133
5302.65,-0.280611,-7.0,-453.2,524.569735
-7.41,-7.053542,-448108.0,-521475.6,-783.40176
1.3,0.992088,77.0,-2078.5,441.190888
323.45,-0.456991,5587.0,50.0,-921.174908
-0.69,-0.226658,-1.0,-1.9,-462.961581
-5.24,-0.617958,-6.0,-95776.6,-26580.721081
26.62,-18.002183,-124.0,-49421.7,-1.344055
-4.46,45.418644,-74829.0,63618.3,-1.792734
0.17,0.702309,8.0,-0.7,118901.578857
38.99,-7.287137,9.0,-280291.7,8.559482
-45.04,15.610474,-23382.0,848415.7,7.736839
0.97,7648.918893,3.0,-5282.5,80088.279206
12232.93,-0.454462,956488.0,-10994.2,432209.856141
-840.99,-548.1564,9.0,812.3,-6655.196759
2135.29,-530.00041,4315.0,4489.5,-214237.868331
-29686.01,-48.207271,94.0,-14.6,0.160395
-15125.36,965610.490733,-91.0,-9392.1,-3565.914061
61.91,4.011695,-73.0,80249.3,299.177524
244.51,0.437585,-856977.0,-688.5,-1267.93623
848.18,54168.441951,-0.0,885858.0,252.992717
12.32,-20.338281,-710.0,0.8,5.675149
-901256.19,8.898463,-1.0,-204455.8,532.075906
92.74,-200115.380279,799.0,-69.4,354792.741316
8.48,404868.552563,8924.0,-0.0,-39.258562
-990.3,256719.911271,-72.0,-859.0,1.748386
-938.57,-96.443856,-216818.0,-1.0,-8009.031851
0.96,980.838471,-9015.0,0.9,55.249713
92687.68,-5.643346,313715.0,-0.4,-20.191381
-988825.79,-4.148068,44.0,-369286.0,312.833922
50917.43,-776.461935,6704.0,48918.6,-57.77336
-32.74,-52315.185929,-1.0,0.8,1.4526
-82011.87,-37.843079,-149.0,0.3,-0.227943
-0.01,-2905.909751,45622.0,-26704.6,-773258.292183
-1014.21,-945902.087595,544907.0,-6.9,-0.730106
0.67,-88054.700507,-227321.0,4279.7,4248.603627
812.26,87.49215,-87.0,98.0,3324.651304
9.56,80349.452714,-0.0,812.0,-3105.631055
-2157.18,-0.997711,-203.0,-675126.0,450.760982
83616.84,247929.035561,-719.0,-7287.3,-0.39966
-0.48,-8086.062213,-0.0,-5.5,-3761.892029
-0.79,58629.024077,9.0,-514.3,-75.904764
11.0,-892058.11137,-6285.0,-84.6,0.155228
-0.36,488.144829,43796.0,60.1,-56641.11288
75697.26,-0.725184,-3088.0,912.3,9.545607
389.59,632.829269,-63772.0,-7681.0,-8.486112
-6.81,5.263661,1.0,3089.0,-785819.053185
263276.44,61.062726,1521.0,96.5,54.570881
72695.99,1391.7469,0.0,-5.7,-88087.029931
636.65,-24069.931047,-8.0,-79169.5,1.358303
292.02,-742009.781416,488.0,44568.8,-35289.248767
330394.45,-2.882756,614.0,-14401.2,6449.408683
519.46,-3181.899702,513112.0,-0.9,-712279.757484
-35347.48,-43310.963749,-646.0,-0.5,-2712.053318
-9472.07,-85.854211,37.0,-258.2,94.976119
3891.25,-0.033881,-72.0,961.2,-20190.926944
685673.59,4777.795741,-341.0,77.9,2589.568577
4282.08,-183809.216375,0.0,-5691.5,457139.048257
9.88,-32.496579,2.0,-101.8,-327796.51747
13111.07,8.934858,-79842.0,39.7,-8.981435
4988.83,78.204361,77369.0,-8.2,-221.938774
-7546.73,-25638.631625,5609.0,8.5,21312.503451
-0.49,416418.210716,8019.0,-686.7,-7868.569462
80.1,-62358.711052,660.0,-202191.9,-68.134044
-340.2,-13.899453,-96.0,71.3,0.36981
-62.36,-986485.981076,-5654.0,-0.6,-672.570836
-993.09,-12.232826,33277.0,7019.3,33565.995826
0.23,-277.238842,-23167.0,-2682.1,47729.054204
99949.71,7239.481882,-454591.0,829836.1,-8311.284544
514859.44,-81417.710061,-26175.0,48326.0,-0.605813
-516872.33,-603497.506766,658417.0,0.1,-5.173895
-0.87,-16042.646318,208.0,-9.9,-0.512557
-705.26,34.762571,618085.0,398471.5,-4650.961273
90333.9,3.581973,-440.0,87.8,7.780406
-26819.61,-17.929064,832227.0,-16498.9,64.605011
-666787.71,30759.951113,9.0,-24381.3,-35040.826548
-1188.21,3.772226,-347885.0,-3.0,2.994781
-2570.51,5.128253,47.0,5.9,-3.192383
-0.01,84.214182,34624.0,548836.5,-3341.111013
-8.23,889.265269,178252.0,3.7,0.697241
-4375.66,0.188929,-1.0,45254.0,49554.45547
94615.97,97294.510074,3.0,7.4,-9383.821577
-5497.1,-85870.20624,-73848.0,121495.5,-83506.739262
212188.91,0.777916,26129.0,4.2,-65567.950636
0.62,-9.922712,1.0,-3.6,-4.255048
-6952.43,0.096684,-53.0,4.4,154.909815
283.38,-9.170725,-688.0,-76.5,0.272283
-9.76,-91386.153849,0.0,-528066.6,8630.124828
0.68,86.717183,-65.0,-36.4,-30.627677
-0.27,-0.751957,-1.0,727.1,-453971.676495
-37.76,438033.730226,74182.0,-713485.8,28.07829
-3.86,-66.459885,1.0,92.0,2.830805
172405.95,57088.073825,-591.0,4866.5,48197.447318
38813.0,-51805.3298,-512.0,69.2,0.446794
1532.92,625.987483,-43.0,-8.0,-1024.247237
0.63,-0.847732,851.0,-71.1,4951.275293
7698.19,-710.306955,53213.0,-858771.6,-0.46386
85.41,8443.128711,-1.0,-3691.5,3492.184537
34.6,40.344751,-8351.0,-6152.3,-14.134229
-64462.02,2288.23096,-503023.0,0.8,878948.140717
321411.59,87654.162897,925191.0,1.0,3.890642
46784.43,0.722111,-35.0,0.8,-504769.647623
931056.76,3503.099058,13049.0,4784.4,72.633035
69.3,31.120326,-303149.0,1453.7,-629.797432
323.11,1073.098275,43249.0,-786392.0,-119781.041913
-281.74,0.852638,4.0,-2511.0,43497.961308
353.73,0.195561,-1.0,-0.9,-2002.377117
514.06,-895.988001,0.0,-0.1,-8.544752
3.18,-158.013747,5.0,8002.6,8.569718
0.98,-802.931618,-51866.0,-7966.2,1517.649804
8014.66,232305.925062,1.0,1.0,-0.955012
-0.12,-18059.277953,-0.0,-0.3,0.784176
50.35,4041.670379,-0.0,497.7,-1.739574
-2.91,-0.799263,-557.0,-4.4,-214993.2423
-950.11,7.503471,782264.0,-495.4,1292.69629
-0.22,752.01388,-22028.0,0.7,560229.552653
851.14,-327090.518726,-1.0,60.8,0.737666
3.86,-50.49722,-7661.0,-594962.2,8.111938
-2809.89,-0.237223,-72674.0,-570.7,12756.039834
-941038.52,1.952868,-991.0,-39852.9,9.171055
-1743.77,-70255.415396,-512191.0,9784.3,-2964.925514
0.75,-269.345011,-408.0,-4225.1,96.616058
-13091.32,-44923.345937,2.0,229893.7,2.272617
48417.08,1.553522,46.0,-18418.4,88984.944677
39.15,-50.523548,66188.0,-9211.3,-0.946925
603.68,-3.449431,813979.0,78.8,-5494.352827
-218.28,66634.372729,73.0,-89396.1,-0.714081
1.8,67.98506,60822.0,-9.8,-97.491779
51027.35,-35149.491742,68774.0,-9010.4,419059.499465
-39426.37,556521.271482,58.0,-7.7,4401.614519
-88.31,-521.726556,-8240.0,231536.0,0.263187
-75.93,-0.389841,-4934.0,-40601.0,25.98395
-77.77,-0.702671,215.0,-0.8,397559.62476
-37728.4,59290.699679,-811.0,-236330.8,240897.771554
-62.19,-944.156594,-50.0,-342.9,-8.993831
-42.03,-6604.662798,-4.0,43.0,-92.060259
-955648.64,9347.702614,-7314.0,269918.1,488843.216618
-0.06,-713947.850491,-49150.0,-2.0,-0.32558
454.38,-47.812112,-2317.0,-606399.5,-0.661514
0.11,5376.394009,-0.0,-934.5,89.4594
-673.16,-873.24235,-6100.0,7257.3,-1812.838389
789.9,-16351.417953,-204750.0,7.6,171360.458319
-0.01,-0.81395,540896.0,-714984.2,-1116.348276
52376.18,-471257.350238,-0.0,212443.7,2.641228
-742.74,34232.170174,4.0,96.7,-0.594271
-8945.72,-143.351377,7304.0,73551.8,-71029.047469
5.19,-27927.510135,-61225.0,430040.0,-6387.242968
-2188.16,-0.221843,-488.0,522447.5,4.366136
-3523.78,-12.435008,1.0,-488126.0,694.454023
-379.16,-23814.442518,718504.0,0.7,80993.436544
-279373.13,941701.075831,-105.0,-8029.8,-7058.242471
-17.89,-3697.02505,-7.0,9890.0,-21624.098264
-77610.5,-61.000407,0.0,-63.5,4.954766
-917204.56,-1204.846641,-202842.0,-68141.9,0.546516
-9.84,-80.866496,-99571.0,284.7,-0.268782
3.48,-29621.804556,5.0,0.8,-3061.16925
-19.6,4.833871,50568.0,6482.6,-6.758199
0.8,690735.605829,-305.0,-32.6,20.973906
-0.21,64.349693,-933.0,-758.3,-7015.148709
341849.11,3.374348,667.0,2758.7,41007.853397
0.83,-5887.522541,8.0,9741.5,158.111997
317093.26,54445.427387,-57922.0,-8.0,0.162785
-7913.54,38.949296,0.0,2.2,0.533071
-80530.96,-6.241893,329.0,5987.9,1.873212
0.25,2.727491,2.0,1.4,63.359443
1.59,-5279.198848,65.0,-923.0,-0.570624
6864.93,455835.678259,-1810.0,524.8,-111961.594889
8878.48,925114.599515,671.0,-44596.9,1.972925
-284.26,-41.866852,-834756.0,49518.0,0.45928
5.26,-3.095173,-14677.0,91507.7,-603237.537412
-0.43,-93293.159724,495.0,-24126.8,-6594.951551
-61.47,0.79562,-37.0,245.1,-307167.635542
292008.1,38969.905421,0.0,213.3,-66765.807757
0.44,-0.075641,-400.0,-324.3,542097.27394
0.2,-655.729056,-80184.0,-3349.2,-284467.704842
-0.64,313.229882,0.0,5227.3,-5.380456
-715988.53,-80530.170257,-447149.0,525423.9,-232.12156
1.08,84.642146,43819.0,4640.2,-23.905466
3173.67,0.734274,980762.0,5715.3,80.403131
456.27,124736.933702,18.0,2.6,-186.633101
33.8,-550613.036124,-48092.0,31495.1,-71.530802
-93495.19,-330987.57004,-1.0,-612.8,76.426161
-6.08,-40145.505328,9.0,341.9,5080.548754
8.82,7.672711,-58498.0,845318.4,-7.52109
411.1,47270.490477,-145.0,-5.0,-1.254719
-0.18,30.321141,-46.0,-4285.3,0.212605
94.28,-2182.831394,-1.0,-236233.1,-30.82901
911.18,84.640813,129082.0,0.8,-4.250052
411.08,-883506.702066,-11.0,-0.5,-3.913269
895.36,-1361.498764,-5.0,5.4,13588.178755
-96.02,-568094.155552,310.0,92.5,3079.199396
7.96,16.747338,-5.0,-89.2,1849.488891
-8300.5,-134412.712336,-715.0,24570.4,772.108844
-0.49,-23.454112,12331.0,-82165.3,-8256.694557
-796159.47,25849.451592,-37.0,5.5,-0.545033
-6886.88,30725.817619,74514.0,956509.4,-0.112311
58.94,-3.568205,-9470.0,-1896.5,-8.637622
-844.51,56221.377472,-1.0,-525185.8,787281.855964
510.81,-667212.616393,917816.0,-783.6,-0.935492
37.45,-812891.213588,94415.0,-0.5,-775279.522234
-780.91,0.334987,94.0,0.6,18327.183621
21.24,41.241507,94.0,-0.1,-406.523551
-5.87,906908.243383,-70.0,-0.1,-3.776083
58.41,-8.337679,594.0,-618655.0,-60361.506177
-69.88,-342.530875,-0.0,2.5,-6.938041
-0.82,-1962.661857,7239.0,758.9,0.154943
78.57,91098.89866,-51.0,81.2,17.307783
7583.99,-183.731257,-22.0,0.3,-128.925893
3.68,-44599.438287,2020.0,-661317.8,-74.932196
-698322.16,-8.649907,-3.0,0.1,-7.739654
-90.17,-2852.019126,-83.0,6.3,-90109.290309
-1487.55,91038.659755,253344.0,45.2,25.616371
-1839.99,-0.534195,0.0,-7.5,-3515.905985
0.32,-54660.193295,528.0,155741.4,507479.319341
-5.74,-3660.811015,37010.0,583.6,-367858.805159
-3.26,-9003.914217,-94.0,2975.0,29532.899834
-7465.56,379.771515,-24.0,2.3,-788678.832368
-0.86,-0.142307,-961446.0,30808.8,0.07331
-22737.49,-3.835509,8208.0,-0.5,493.772851
-643.4,-3247.82914,5.0,0.2,-19186.053361
0.25,0.829889,-615273.0,2127.4,-390695.132557
-12907.59,1230.228489,-57.0,-0.5,64.454017
-73638.87,-6.298975,0.0,9.0,-0.805674
4.58,7.438663,42519.0,-926.0,-32629.817997
449644.48,339208.90442,-4884.0,93203.3,327.815119
-224618.15,-905.576789,475312.0,-271.7,-909791.085931
-1819.57,1.182053,511.0,-150479.8,-936083.931729
631.54,-610654.782687,-39969.0,-484588.8,0.56016
-0.78,37.442521,-2.0,244.5,-1115.586207
-606671.14,73.740937,-7486.0,-61468.2,-8.940343
-9.2,7135.812459,-71.0,-0.8,-5.402267
49.63,184.937003,-16.0,-2.0,-4689.916096
35.17,918716.723064,-897015.0,-4239.5,6.485811
0.48,464.26882,351.0,-457661.2,93339.18221
8.43,-0.914389,0.0,0.1,-14719.125095
23322.36,-7321.743379,-77.0,-3.7,-0.375857
-67.16,-7.313396,23.0,-19.1,-6497.988456
55750.31,-44.511611,0.0,76.2,-914.682822
-0.95,681.225688,-45.0,12.0,-48.448637
46870.33,-789696.455555,-58516.0,-953.7,0.419427
63537.19,626781.248228,4597.0,-12.8,982.019188
-35109.47,-0.755457,-2191.0,86.6,-16.791122
-78.83,-0.331675,-787.0,-824274.8,8216.922057
-29935.21,40.454259,68604.0,9127.7,-0.680994
-0.56,94301.773574,14831.0,-15856.6,38984.899326
-511123.73,7.184857,-18.0,-3216.7,38589.121999
9986.8,734.811521,-9.0,-95125.6,681217.59305
-2.5,97.083557,62.0,-827.1,625.428385
-300.45,-481.969502,-56.0,-902.8,0.466109
985777.74,102007.139391,336.0,-4.8,-834.163909
7434.68,-0.569615,-79.0,540.7,0.405109
43339.91,-937.037472,-5339.0,91.7,0.701895
-0.27,-219.932948,-494.0,-7.2,-1.365808
5179.22,-95.544845,6.0,-83.6,-4430.492763
6.27,5.102133,6.0,-74.7,208.975693
-9.66,720560.499261,-18012.0,-0.5,1344.179209
-0.82,-366710.332572,0.0,-12522.1,3434.831731
-662.23,-873721.774376,3.0,-61.0,-1548.72546
-809.86,8061.338068,-27499.0,-10.0,-42.682887
9243.6,93879.866196,-1183.0,7.7,14.879674
1.1,9055.73345,7.0,-398656.0,-10.562272
-0.11,708.475213,756317.0,294.3,-55141.158667
-1.47,162879.673607,-9.0,-9364.1,0.652072
40.36,-36161.071089,-747842.0,-9782.5,-8.649051
-3.09,91.07781,8.0,-730.2,-1.931295
2703.08,23190.792208,774017.0,-4318.5,-6.693374
-206.93,873.74119,34844.0,76.5,-416464.544901
573114.93,-49791.092831,932890.0,-457.9,-107.945325
-46.01,-6.312482,6813.0,500.7,-21947.151368
57.95,67.574221,0.0,301.1,53.886212
-89.65,-36.547009,-0.0,-0.8,-66.507677
5.74,-9.901334,528.0,-2382.0,-7680.396739
35578.12,-931.49169,214042.0,579054.6,-0.046749
