column_1,column_2
-7867.106,-296381.79291
486.079,-0.32397
8.909,-2506.61319
30584.788,388716.98852
-5913.797,-0.26646
-3.361,80.63705
-6.189,5635.81671
-0.238,-35796.47911
-704599.077,-3262.22241
-531056.566,41416.45307
0.698,-15.8765
0.512,-81051.52217
0.377,818485.17108
-672267.036,-4.30242
-65.624,-26.07785
-316.451,5.09499
-0.872,-98054.82625
-0.575,369.68491
-0.283,21028.51183
-41.946,-181726.38916
168123.299,803068.6902
-22.529,13.23366
-0.021,-22902.37939
871.334,-131.47329
323.969,7.26741
-5775.164,-1.28074
-31238.968,8335.5074
0.262,55336.25478
99.685,9.04321
94236.191,-9.30493
782618.71,345323.59916
-16828.926,-292566.68636
459953.114,-2.50564
780538.324,-965.31243
26633.617,2.09118
23.683,-7.96547
-92977.635,-0.93964
-0.364,-7856.89757
74.747,-8.10493
678180.902,-74727.23945
-275.582,-2164.91813
8.007,-4.52725
-4781.375,83645.51841
796.416,27812.38406
-3.46,34.26215
-0.264,-396.13022
-10379.46,-0.13661
-345251.907,21211.81928
-826016.204,45103.91811
0.757,-3.91396
-8876.237,223362.03593
17331.027,-34688.56765
1.158,921.45823
446.948,-587.23139
66397.063,3714.92355
-202.978,-66.32862
-0.395,-442.7363
3960.479,-5.96146
3845.454,-7537.71013
-70.158,-62.3235
124827.686,-0.05368
-756919.239,0.68865
37.005,82.8624
52.293,-1.73548
-7269.058,726.68732
27.008,-97.72796
0.031,-79624.692
-89.207,57.09146
-813303.585,453395.33846
-13898.758,8.06549
110.606,-0.09277
0.92,-382.50724
636.009,-8.30725
-537045.867,-8813.0579
289.571,-70439.7372
780115.585,120540.17171
0.916,0.39906
23747.31,486976.98526
6097.499,-0.66169
9.861,99.84061
3941.615,912230.83588
-66318.459,9151.05777
-59524.237,6.32337
-4.081,-67.31129
7.696,-8919.06819
4878.273,97797.12489
78681.882,2.72462
77934.572,72.22304
-17.211,-8.56199
-0.343,208833.67875
7812.329,-607070.08223
-0.281,115703.66326
-1560.396,-0.32424
15895.42,-80616.26017
0.239,-7.6286
940.682,-819.39561
1.925,23391.10004
45349.289,-0.2296
0.573,-42852.13281
-75.486,-286.37499
935126.001,-5.16109
-33232.975,16333.32807
633.801,-7.76835
-4294.239,-6903.85303
14011.5,-364.71579
2475.876,-5661.67215
378.57,337499.15378
571253.098,-467445.1521
0.737,-872.11654
2.233,0.44771
0.442,7.6447
35700.331,-4.31279
-60662.524,7.68567
-5213.709,-364.93283
-5976.628,951278.04236
-7621.977,-315.06193
-9.768,0.76503
-18.823,-451064.92716
2.993,6140.52246
7956.094,-5276.94611
-5.355,749761.89562
0.46,-958529.64184
0.957,201886.28209
-216.042,167.61658
2.613,1746.84715
0.53,-18980.4448
-7.376,2.28396
-64.365,5622.64022
94127.932,4.54717
-45084.255,-85.96458
61551.178,-0.50608
43.94,59828.6865
997150.269,-2.5376
-0.747,-2494.36442
-60299.226,-61.9335
-249324.468,-0.82102
-5555.573,-9.95048
-8667.75,-324861.48208
91.316,888043.71104
789020.162,39962.33914
-0.61,641.6175
814.896,878.9069
45401.636,696.55194
-63845.89,63.08807
24.394,887.76577
-0.717,-21517.12164
80971.554,-35806.66841
-41.984,-7.02031
-111.358,979301.85563
1.142,3790.78334
-8.689,-563730.57524
8016.347,-0.85086
-0.025,448364.67052
-71973.006,3060.7894
-0.493,0.6781
86.231,456784.99505
1.296,64.87434
-408.903,0.93829
264.192,6600.62322
-94.609,-7.39334
5316.216,9.29814
-8129.075,-9263.0027
234.032,-200.71783
0.775,-89261.6182
-0.439,-1263.74732
-7.854,-0.46658
-73.545,-5231.69945
-7.469,-382040.31749
330.008,-85765.2236
0.307,9.52303
14923.267,-360803.54367
-996909.06,307.29098
40.363,-290792.76503
2.055,80.87906
740.663,44.80604
-35.376,-19.20758
-686590.491,-666.18801
23.759,68.1889
-611.518,0.64616
7.412,856113.0311
-943.886,44.55854
-0.396,0.24703
415591.142,-145.68359
925190.486,-210909.66035
39350.162,-3.92156
-638.494,0.47817
3.819,998827.1168
12.507,-67.62407
-9.823,-83906.29392
-770.415,0.04205
-7.336,30778.66898
-61.67,90218.49974
770.469,96.66418
-7349.752,-93725.6655
55.939,-1591.13548
1.545,-0.65492
49.412,-650.53963
54.885,-912.08293
18104.991,-0.70536
-3.941,931.28099
0.337,0.07119
-79.571,-1.17674
224.696,-243578.41055
-864643.24,-9413.07728
-707932.758,-45096.88456
-6.616,83.0275
-0.148,-5874.36684
22.585,-17618.12671
828.205,68635.25098
-63.315,-50919.26216
-4803.325,-779.27804
740.776,0.69628
8930.494,7948.41785
361.472,0.74574
81.752,2.24145
4.463,-0.50628
-27.571,-0.57695
-303423.656,-61.89926
-493.943,-0.43052
-9.439,-7.433
-1.316,983.41592
468.25,361.70507
32159.879,-83.05142
-0.877,97032.29958
-0.635,37.53994
-2188.174,7.93555
-0.593,8.00294
6716.66,-56.85426
153.274,-6.18075
-91.882,-8301.22852
-52.286,48.78223
-0.01,58582.18736
-4963.606,144.1101
136.827,63139.12838
3.931,-5.90768
86180.325,963.55799
-777.527,-8.01631
-22217.997,-6762.20116
-14832.672,282.68275
11.095,634880.71362
-3448.975,1570.32572
-729.957,-61109.9112
96.79,-635443.02249
1.85,9.46237
-0.467,7.57491
-321700.226,0.06478
-643.757,4.70163
-84223.664,-1073.27768
652840.55,44439.71083
42.176,88505.50295
0.285,0.25105
13174.497,0.52926
3702.814,89.47625
-179025.078,0.04273
680.204,68788.18021
-36868.788,-578063.28988
66507.835,-506688.57245
0.546,7402.61179
-792.817,-92.26269
-17223.134,22796.2404
360009.647,-0.62409
-697747.089,83569.13788
-644707.62,843562.68641
18167.693,-6679.13301
-519854.072,-647.13513
-941998.407,-3.40782
-4102.354,-8.90009
-1443.489,3.11493
-26163.299,759.68442
56676.759,244646.0393
-84085.695,56.57662
-126.178,-71613.89242
-86497.876,-0.83385
80231.896,0.58447
-612953.097,-2.55852
-94503.728,62545.09178
57.435,-89912.89347
-0.747,-45.60639
5.202,-7.59128
-459.225,5.10769
-7414.935,0.70184
-4351.932,454.28842
-99.213,-176.95105
74232.628,700728.73994
344.834,7023.78626
-50440.639,2.29865
125.198,0.11098
-806.434,-7.83555
64.263,2650.36254
78650.334,-103.76515
51.691,-772.79478
43294.996,43018.5349
-8471.087,-0.03537
-6.501,4218.41062
526.097,-4991.50953
-917.636,65.1452
553.536,70560.35431
-4572.056,87.64098
89.166,36.85182
280598.219,-95744.91952
0.651,918.69558
-1.441,23655.67401
-7.067,-428.95262
-0.375,-41.4628
921948.52,0.3126
111.783,6904.55635
-605633.186,0.00209
0.702,-17.62108
787057.193,-92.86682
-1070.72,826.38805
-4044.357,-961.19722
3977.802,771.81527
64473.489,586.41783
0.82,-3.05975
-5.548,-749528.23276
68.339,-4.84638
-68643.728,0.99655
-4526.196,-864578.97079
-7886.753,7592.72211
360609.287,2609.71279
35785.773,-89.09809
