column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10
0.36284,21406.64961,21.0,-923820.43374,80.0,-66518.0,-0.0,-7.9445,-78157.91,6.7
-641.09984,-97.43654,366349.0,-7051.294787,-8.6,1.0,-1.0,-128307.9121,-0.76,72.3
39.66804,-6.88223,-0.0,1.824211,-414691.0,7.0,625.9,0.0555,-8453.297,-9142.2
-61.061,9572.64531,-3.0,-0.424609,-626640.4,44344.0,2.4,-6290.7837,227873.138,-0.7
0.61641,0.52262,7.0,37611.515526,251.9,-1822.0,257.9,-57.1179,-880.717,-42.3
-0.29055,-683158.32387,43.0,-62657.915309,-98.1,360320.0,522957.4,570787.6546,-0.955,43698.2
8.41413,-15.65934,622.0,33.119684,-9276.5,-628671.0,818.5,118806.2204,2.744,955.8
9712.38329,-499.65396,-4.0,-55.039647,86.1,-22.0,-577.0,3.047,55209.707,0.5
-1464.04186,-0.09199,-88.0,7417.363234,0.7,-351.0,-36889.2,-0.6091,0.809,-131.6
-0.05479,-81.39444,-86720.0,-205402.632865,24.6,6677.0,-76.0,-0.1608,-8132.973,-75500.9
2004.57539,204.46013,8.0,-4016.704592,207326.9,-20388.0,14949.1,-9407.463,1037.364,9900.6
387970.03652,806.96266,65.0,934.86349,50.6,310.0,0.3,42.3749,24843.735,-0.5
-2617.43821,-0.31081,6.0,-140.224243,189.6,-371.0,2429.7,13226.5157,62843.957,3.2
-60009.40592,-6.70992,-866206.0,-5.493824,-4728.7,32.0,3312.9,-0.9627,-1.414,-6.5
-76.42397,-28902.49141,-4.0,93803.291596,0.2,60.0,-486.7,-853986.39,0.408,-327.9
164179.68814,68.23454,-1555.0,-277.627626,896.6,151992.0,82.0,-5153.1622,167.153,-822085.8
5548.16465,98.14378,-659.0,-80156.545881,-998.4,1.0,-889.2,-78.9528,231.108,2412.5
507.72951,-82007.73736,-7.0,531633.551953,-623.1,1.0,-47.7,-0.9651,4465.026,8191.1
-0.26281,-7.88058,595.0,-28863.495018,983.9,-57.0,408791.3,9.1005,-69.459,-2579.1
408.09826,-46760.25007,-86.0,-484.018155,-692852.4,350183.0,892201.0,9.029,395072.544,-521384.1
-5.03844,-87114.25642,-1.0,-4.870731,85.5,41.0,0.5,-382.5947,-234.51,7.0
-0.45153,0.22225,-6.0,-155511.921148,-584321.6,133.0,-1043.7,676744.8129,-0.063,-421396.9
47569.52049,931148.15649,1.0,84.693884,-19.8,-7048.0,0.4,-77.2142,0.226,388971.9
-0.50105,6495.75867,752.0,2.708364,-19844.8,1.0,-295171.7,-7.1238,-4.203,-0.9
5.14466,-0.09439,1.0,-0.799512,-2785.4,938041.0,-0.8,0.5618,-0.928,-1122.5
73.93108,2.05482,847450.0,1.609435,56819.3,-31979.0,14092.4,8.0663,229.927,-678.9
6.92618,-183.98821,-9.0,-33709.706681,19.1,1.0,-17.9,36595.3807,-300656.265,-0.3
2.78947,0.56485,82.0,-4.025941,-438456.8,1.0,8.2,-77812.7772,-140.124,0.3
-0.56953,-6096.57456,-1.0,-3.716667,-8863.8,-886689.0,43941.7,-995357.2332,-97551.594,-0.4
-0.19267,999.24399,-0.0,0.214482,108748.5,13.0,-636.1,1515.7753,-0.573,-0.3
47211.82482,-92.43731,-26.0,-54213.808118,91.4,-863.0,-714149.6,4537.3704,-529991.185,-567620.6
4.42162,70517.71483,83.0,-55549.165278,-137.4,-802.0,288.8,0.2131,12935.503,-17.0
95.54707,-4.0179,-235376.0,5388.803221,0.8,-478.0,999081.6,-33296.9055,-5.866,-284126.4
7.72865,61.17123,526806.0,-555.101053,0.5,8.0,23002.5,-36.0993,-39553.85,7994.3
132.24452,-9.8265,5.0,-622.383444,-8395.7,-27187.0,-9285.7,288.7355,0.804,549.3
-41.88,-0.51824,289162.0,-3282.236638,0.0,-0.0,-3190.4,-8.0659,0.531,-522997.3
7.32695,44932.01424,844.0,-34948.722664,-1.8,710045.0,-61.1,-271.2284,97.822,-0.8
-72670.6739,-64.58278,1.0,-298.72245,560139.7,8403.0,0.5,799.4779,-785938.019,3109.2
-0.54842,2.586,1.0,-25.011359,-0.2,67.0,51.1,502.8753,903667.686,3.6
9.9886,0.07938,-486141.0,653.832536,76.4,3.0,-1.7,361.3581,-368968.339,-981632.5
0.18194,-0.22127,81.0,-174.960216,3765.3,-1.0,-505573.6,795585.7442,-236.215,7627.9
-324043.20295,477.55808,-773786.0,990422.749546,9.3,3652.0,77942.2,49.4823,335.573,73040.6
5148.28294,0.33853,-215.0,5.690604,-0.8,-432348.0,685337.9,-789.5517,230.365,-0.0
-0.40954,-76.58772,1.0,-46454.249449,-43751.4,-28709.0,-877.3,-6243.2619,-8.325,-675403.6
900.74294,1.89689,531.0,268715.041064,0.2,215.0,-5.6,-8.0844,-4.831,4.7
978556.64404,-96961.27783,3002.0,17808.254542,-107.0,-54.0,-3386.5,-1.8909,12.45,70.9
0.73986,-0.05977,2.0,23.072447,-5908.0,9397.0,-192.2,-862797.9079,-70817.938,-503809.9
-2337.01405,-0.57927,93.0,-3333.824745,8.4,-16.0,-0.7,0.3877,2373.713,593853.7
-90824.42742,-13.62869,184412.0,68.885691,19902.2,-1.0,178786.5,12.1782,14.411,810.1
-0.76753,108.56692,1.0,-382.697765,-68.1,-5.0,54059.3,-824367.0274,53.599,30.1
-66732.28628,-8.85236,0.0,980472.297619,7.2,-50.0,6.4,-26134.5929,9353.755,32.7
-924.92892,-0.67779,58772.0,-420754.206859,77.8,-0.0,0.7,-0.5485,2258.278,-441.3
60.69777,0.89374,-0.0,91658.348637,283353.1,33.0,2323.6,-106.0724,5.778,-1813.8
11.79122,721957.97914,8.0,-5586.358568,-537.6,893901.0,511.1,0.6284,4620.597,57.4
-0.53115,-3314.92824,986006.0,-8859.47835,6331.2,-9.0,5.2,0.3543,-6335.769,-22588.6
109.55009,-4551.87532,-19.0,-179.945414,70430.7,133.0,-38.7,18941.5032,1075.828,40.7
-115804.17195,-57829.44334,-269.0,-78817.385966,567.8,-885.0,-626362.2,2626.7459,0.017,-65.1
46.15409,-0.49484,1005.0,0.143742,-5.5,909.0,-53.5,9.2783,-86.184,-4.5
-0.92654,-0.4065,-640862.0,-283777.04837,-3.4,3973.0,-371.1,596.5348,-23359.916,5.6
7.06458,67378.06254,2.0,-1662.927971,5082.7,0.0,-86.5,6.3941,-0.09,3094.6
-97.30223,0.44723,7.0,-770.096527,-88744.6,-0.0,-411.0,6106.2407,-341.692,-66571.7
173125.71184,-81.43233,1.0,-4402.443131,661986.5,-2.0,0.4,896.9897,796266.038,22.1
-7127.89018,-45368.41092,-368.0,719.775135,88.8,3.0,0.3,-688676.7731,-2.764,-89932.9
-870590.39958,0.53853,-472155.0,-0.23854,42686.2,6.0,-1.0,58134.2079,4677.508,-7677.0
-1.55583,78512.84531,24.0,-5.41942,11279.8,-99.0,3.9,-7.3252,9482.74,-156.7
2951.85172,9.94104,210286.0,44.973844,27014.2,-59408.0,-1430.2,41902.793,-3595.167,0.4
-376.53969,1329.2549,-8.0,0.180695,3.7,-888.0,2.7,-18.5919,-393751.972,-7.5
-8034.62631,410.4131,-158.0,-4.757894,0.0,-96.0,0.8,-53756.3329,-1159.413,6503.7
-430.93419,-0.34007,28899.0,-285279.648141,-105.4,-737.0,464.1,87.1523,0.523,1.1
885.7322,-0.18193,-67140.0,384.830517,5.8,463.0,8.5,478.7478,0.48,-6.7
-102739.15274,94.25068,-0.0,3.870828,-0.9,1.0,69.8,0.8584,-925.053,0.2
142.4855,625831.24784,5.0,-575448.122271,-3.3,-1957.0,-0.9,-5654.8932,-0.274,-4.3
-664677.50256,-8.80569,928.0,6215.955908,-914.6,-84552.0,7698.7,-9.5411,-64.449,718926.2
37.15572,0.50465,-1.0,582875.958908,-6418.6,244.0,-6548.0,95.0509,689288.499,-276.3
-3528.25096,73076.04655,-584.0,972.561991,-21.5,-8.0,-2.1,814.7751,32.114,47.7
-797456.50519,360556.19341,10.0,96251.614711,-433048.9,-0.0,-129869.4,8206.5713,-0.374,-46315.5
-73617.73015,-6.18962,4455.0,-1322.331641,886183.7,-780860.0,-34.0,83831.3528,68699.397,47148.8
-72.75818,7661.02475,4.0,-74.94173,-577.8,-893548.0,-55.2,0.2254,-98798.46,668.0
82403.8058,-8.38029,7.0,-48459.285713,-5.4,193462.0,-52777.7,816.637,23408.487,887095.6
4.4942,10879.27375,-588816.0,-718.794752,0.4,1.0,939.6,-7.6782,-584.518,4559.7
-965.87829,-4.40541,-3576.0,-0.817042,13.1,8206.0,0.9,6533.0154,-14.983,60032.8
5.026,0.38541,8639.0,0.626311,-0.3,-900652.0,-9970.7,466662.3487,-7.724,9383.3
-65.88965,-390.50409,-623572.0,-93.936067,-0.3,24.0,-71.0,46.5735,701566.971,840.2
-50.80176,76.50855,401.0,-17.697926,-385.7,948.0,0.2,853676.592,-9.976,-37.2
41.77848,437212.28577,-6611.0,4.610677,91.0,-6.0,12.3,48.9745,3.428,-1.0
-70.92041,-87.77188,-401.0,-60.370064,-9.6,40.0,-45560.8,61579.3986,-2.637,9357.1
9.98863,0.30121,96.0,-427206.833082,27358.4,-24389.0,91.3,7544.6409,0.077,-2.1
2.17521,9476.485,-93536.0,-75.43875,-645.6,-609.0,-0.8,4.6056,-80.616,-905.7
-50.03428,-64997.17441,1537.0,0.787465,-1.3,-47938.0,499300.4,-4575.7039,-0.251,-1486.1
-5.7764,-74270.51096,-4984.0,-36.06421,454605.0,75.0,427.4,10405.9222,-284036.149,-0.6
861.58043,587.19464,6144.0,-0.772824,407896.1,29585.0,0.6,34.2604,80584.777,0.9
347.44943,85.25591,57470.0,-7.571184,14.6,43.0,575.5,900.7225,-0.863,-0.8
-4475.49681,99.80347,729740.0,0.882377,145.9,1.0,0.6,-5.2321,-84.023,86838.0
39109.12791,2681.11641,-42926.0,8.267879,-31411.1,-0.0,568006.0,6.312,976256.268,245.6
-89.83729,3.0661,-53597.0,-14761.634201,-244284.4,-1.0,3889.2,255.1573,-550.882,-786.5
7.51185,7199.73127,-6986.0,-710913.102384,12.7,428796.0,20810.8,-283.8747,-9.272,548.3
0.15422,257359.97106,-537249.0,-4.786333,-12.3,4.0,-99875.4,-0.2031,4.76,-38728.6
-8603.70575,2.29653,7071.0,-74.73666,-914.4,2279.0,-98434.7,5535.2094,81.023,8.7
-953642.35625,734143.47566,1.0,625.999846,-73776.8,883950.0,4.0,767.5834,-0.249,0.6
972.83594,0.27216,-1.0,109443.374607,40.9,-626553.0,-0.8,-801971.8294,-2841.107,-58.2
-2015.50225,-9.60459,165696.0,-3353.168076,380.7,0.0,-14.3,12.114,67.802,55952.4
-64.71585,-7636.76872,-565.0,324905.517527,-740.7,0.0,-64545.9,13079.0957,-2.275,-0.1
1.14917,4280.51533,26336.0,-0.006083,-5.4,707.0,-148243.8,8951.2349,46569.168,8.6
-818.53272,253569.92693,93.0,-0.361231,-85.0,346693.0,-9.8,79.1374,-930.438,0.2
90.68075,97.81225,-99.0,0.67716,64.4,43495.0,-8.1,81714.675,-0.894,540.7
8234.82823,-2047.29625,-741970.0,-0.441169,83.6,-520.0,-0.6,8116.2026,99852.68,-0.8
-601596.24273,34877.83839,3.0,-3.974034,450.2,4234.0,9.3,-11.1376,41.222,-1.0
-867.12072,1.54562,-8.0,1020.186641,8781.9,-923408.0,-1.6,376636.5762,0.33,-56919.6
-247404.72233,-2875.30093,71918.0,-5477.518358,11943.5,-48.0,0.4,505102.8,-14.648,0.5
59.7981,-309723.4791,1.0,1829.371579,-9416.9,736.0,-66949.9,49660.836,74656.2,-870.5
-0.58652,0.96553,186.0,38.694367,554.0,-2.0,7.9,-5.2992,-245353.14,-7119.1
2463.48625,-780130.4375,75.0,61.213666,2.3,7634.0,699.5,-253939.4804,-617903.095,4056.5
1.67802,-307.89673,-576609.0,2235.088111,5.0,413.0,607.2,9925.1647,2.545,-35.4
45586.04352,63.70689,90.0,-9.202966,9.9,80.0,516.7,27.8691,167.424,-0.2
37.62571,0.14281,4498.0,609.719739,36.4,3.0,6615.6,-13.2229,-39785.238,-729201.5
-382832.53147,-2395.93757,-185.0,420828.149889,8.6,4.0,0.4,6.9232,-0.172,42027.3
-452.49149,-45.84068,712509.0,-4.772291,4.2,-56.0,0.7,-30408.211,-67.356,53156.4
0.82288,-430514.60881,60.0,-0.610187,23004.1,-9540.0,-59.1,2.8698,3.586,8.9
78727.79839,-0.44311,-6389.0,-217.85424,168.5,8.0,59258.9,58863.9935,56.987,-96821.8
-419.39537,-0.95109,612571.0,194842.947756,0.4,1.0,-613268.3,282.6317,-68.249,33.4
5374.60652,449229.23095,442212.0,-1419.840868,-0.4,-18665.0,90.3,-0.7702,504.174,75.9
-0.20663,0.0162,7665.0,-7.853532,-436.3,35206.0,623453.9,-0.5939,-590904.506,-0.5
-0.4313,90.21021,2056.0,-533165.550104,-40566.3,48363.0,335.6,-0.0602,-50458.325,-931.2
314.91675,-62579.08815,-43145.0,305929.316026,-6716.5,6431.0,3247.2,9.9115,-639.395,79.2
750101.86729,4753.86737,2.0,-0.305246,-4354.2,-641765.0,324206.7,-273.8085,-38.929,588552.3
982834.26423,236345.8845,-242035.0,0.368243,-4024.5,-12091.0,2.4,86239.5736,-57.961,-3326.6
0.18039,-28.59711,-87412.0,-0.851883,270.9,11.0,0.7,844013.6569,-573.722,599.0
89725.77363,-128004.28563,3613.0,105.938571,-9959.0,-598039.0,0.9,-83.7178,24298.691,31.6
777111.73528,-0.74081,-262685.0,-491.889234,9.7,155470.0,-632.0,6255.4886,350358.142,-460.3
-477.11871,-6719.17489,-2.0,-49.406172,4.8,-282129.0,-6434.5,-448295.4607,-5.609,-61.6
-0.28761,862.31312,-821677.0,-58657.838944,7.7,-1.0,4148.4,388.2002,-0.669,-0.8
92313.90842,903404.06411,-31.0,-39221.400212,0.4,-142.0,5.8,-7968.1337,7043.227,-0.6
64834.18694,-0.85398,926.0,43.905046,-9.4,77779.0,581.4,-0.1561,-322.218,-34.1
-27.26454,-525500.25672,-4936.0,-8.258673,12.2,1.0,-421.6,248497.4979,-541.29,605.5
3301.27396,54179.65746,-18.0,-1.661372,-3.2,-94.0,2.0,-0.7658,-300.367,-34348.4
94.98344,-5724.53546,-1083.0,97533.086721,486564.5,91909.0,58280.4,-95.948,0.728,77490.1
0.07956,-0.10602,32.0,-291.127352,-29.9,3409.0,88943.1,87.0605,3.015,-11.5
-752.31245,0.58876,-0.0,-810784.32273,-572.8,-0.0,-12.5,-0.261,34.473,-5252.3
0.15233,-12.43444,-495.0,171.741173,9.8,-641516.0,0.8,-0.4511,-550.731,632998.4
-98485.06229,737.30746,1.0,0.786329,-454275.9,-8.0,-0.1,605.4458,0.23,-96142.4
-9.29928,-8390.72824,-25659.0,-4201.375337,3.4,-36.0,2.1,835.7904,0.358,-299.8
-377.25871,-285664.96616,1.0,0.691731,79127.5,-509414.0,-33.6,7.5105,16.565,335.2
88.10951,-632.49217,60444.0,-0.711917,-18669.1,-6.0,8775.9,-779550.0042,363.511,-5.3
-179479.61293,35540.30953,178.0,380725.411885,-86.1,31.0,5.0,-35086.7215,-555154.822,-86982.2
-0.41972,-88.72593,-8.0,868017.427597,184.9,0.0,218.6,218.3449,3512.321,-89615.1
-614.02287,9.21028,-99087.0,-0.498324,3.1,-333.0,-89.5,-205.3038,0.94,103715.6
-9.29068,-9173.17966,65.0,-383379.075512,732526.3,1.0,-0.8,-0.9641,7171.225,188648.7
365.08785,-96.1798,1.0,3402.810075,66.1,-983.0,-57148.4,-0.8071,28.301,6.5
-0.79749,0.99116,242185.0,-249.916394,-0.6,32061.0,-6.7,-2175.9994,-89028.299,-56011.8
31.26658,-967549.22524,-48032.0,-8.606503,-10.1,1.0,68.6,-681.88,6.125,2417.5
-2796.31773,194.41252,3.0,-27564.824356,909023.0,-61.0,-19.1,-0.8617,2790.757,27892.8
-679581.7796,7497.00425,931074.0,78658.913007,0.4,949982.0,312.8,-438057.9411,-62.433,-87.4
