column_1,column_2,column_3,column_4,column_5,column_6,column_7
96.97431,90.0,392211.683,-3810.4,753581.299548,-32007.947,-0.28275
58742.41022,-1.0,-0.119,9933.1,740560.245958,-5699.565,52558.7578
5.11334,608644.0,31914.174,1.6,0.995054,-775321.892,-292.1369
21.45111,18.0,5515.866,2284.2,416.934525,81.58,-66.08556
-328.17323,943672.0,662.854,315.8,85652.499273,-602.16,0.26267
25331.42674,448523.0,6163.037,9.0,-54888.139328,-0.82,568463.46645
809.33594,372843.0,24.68,59.2,-57164.102268,-38845.587,9274.55987
-16945.46963,4116.0,34001.386,-71.2,153966.27075,-528.205,9570.92968
-935520.60321,-1.0,869.438,-1239.9,6264.021769,-316323.196,-0.55941
775.33001,-80198.0,657.369,539333.1,119819.046999,-3959.348,-2.13606
78.81217,-87551.0,-0.019,-0.8,-661691.918398,208528.957,-65799.65873
1.09526,7.0,-98884.249,-835.8,-7413.027773,-0.476,0.97413
-0.20553,-0.0,-9057.518,5159.2,-113985.704153,0.381,428633.07446
0.68167,420.0,-4.645,739.6,0.045481,417.416,-265.67808
-8.54311,8411.0,325689.677,32253.6,546.657919,854.225,-4456.16408
-283845.02981,-50481.0,-6.464,-5.7,-3425.893086,-56.384,517373.85169
-1709.18808,-77135.0,-0.632,-88168.2,-2.050367,0.669,919388.83702
-1.45986,-61.0,96.439,-0.2,-0.14561,241075.0,-59.98937
9.04221,9.0,0.064,-4367.0,36.490808,5.211,-2.54464
-4.86256,85.0,-0.287,7665.1,-33.109649,-0.653,-572.65119
5.82059,-1529.0,34.288,0.7,201674.818435,481.175,3668.42807
-87348.24777,6979.0,-25750.714,-385921.3,-739.130438,0.17,-0.45649
14.2783,11.0,7811.158,-88.8,12731.086384,-444.581,-87570.40994
985517.33658,320.0,2996.165,-5997.5,0.079407,930366.395,401413.02149
-34.4886,1.0,-826962.189,-97.9,-26.245587,-496.269,-409.55584
442.72915,866.0,-3.301,-8831.3,46.488222,4.683,-4863.6544
492.94502,325.0,-765.388,-0.6,-7814.304556,6.874,-0.93092
-13211.7394,60.0,94180.373,-0.5,-90093.785198,35552.151,59695.52247
36044.39693,-0.0,134.419,3.1,-2.803308,-7.622,963.38319
-9412.90313,-1.0,-287234.764,-17.7,168.735037,977.292,-48.98659
7800.06599,-8.0,43132.946,69395.1,-3053.000132,1646.521,-9450.81066
-1.56911,-9.0,-53.344,216.3,59.918082,0.355,855254.81613
-59.94109,-60.0,43466.102,0.7,-243.189037,-797875.076,-9.45702
3150.47951,-149394.0,-4072.703,-673445.3,225157.361045,-7.582,16441.71907
-271512.73025,82.0,36.749,-1.0,63106.413949,18.011,-0.07487
-6133.24509,48884.0,19.789,-1.6,-0.334152,577555.773,9.83416
0.05121,-8839.0,876.779,-288832.1,8.237608,0.436,0.91771
597.74786,1.0,93.739,91208.5,-1849.478228,-449333.53,1.91985
87.58016,53326.0,49.503,-441.2,153042.002498,-22.191,0.75935
0.93463,0.0,762777.574,-0.7,0.929562,935.216,-0.09379
-42.16963,841.0,-451112.118,-584.3,-50890.406149,-4536.52,-681903.79013
-5569.57797,804388.0,29.465,867.1,-68686.717362,354967.969,-0.87575
3037.87031,-0.0,-6.534,-945.9,-8744.085047,-2.323,-5.02881
-42628.39594,649051.0,-0.472,-61.6,441336.05669,8.054,60749.18633
-1926.34014,-7011.0,57147.591,-5.8,-734.268669,-43153.882,-0.92598
-5.41929,187.0,47.243,-149077.5,-845.223182,-5.604,-2975.22888
2.68284,51128.0,-0.3,5.7,-0.128152,667.079,-962.65004
596.81164,-7645.0,-157106.014,-39.3,-485484.24271,0.418,42481.11708
6465.70982,7578.0,-54.68,181589.4,275.356545,568.27,2.06941
33.38211,-169.0,81.077,507322.8,-671191.061683,0.386,-3942.81209
0.08725,-2465.0,2.44,-67387.1,353446.592211,-0.937,-7.24172
-15.20843,-2.0,-575762.69,120151.4,4.533092,6.178,-0.19806
597.79615,-2.0,-8.769,-0.3,258.679749,-0.718,235.1642
0.883,5.0,-7964.527,-0.5,216.827897,53.135,-0.33401
-790.41467,-871.0,-177.53,8536.4,8284.101261,7.086,63.73668
-0.08697,-0.0,79.42,-7243.8,-57.915995,-3.54,668577.31495
84177.88744,68.0,7.724,50.7,83751.608835,-339.903,-4775.75203
-28.32596,-168.0,-30.511,0.5,49.698039,0.272,-78030.37314
-602.23152,-0.0,-9852.529,-7960.5,-29.550498,591957.978,703.97657
644161.5001,-585991.0,-0.041,805662.6,-944.782091,946.157,16.96211
59565.0783,-99.0,1339.727,27.3,6.121749,-6.849,4779.31296
63.22439,-75074.0,77.95,62335.4,-0.026917,-7256.373,-314.52747
1849.61696,-0.0,-4.072,-259.1,849112.150983,642.615,-8510.58862
-75477.45951,39772.0,4.567,3802.0,-696977.675636,780778.179,-830615.78224
-5.40722,-98.0,-0.688,22306.4,-50.73354,-0.068,544.32612
300423.99116,-2202.0,173460.279,-3.1,84.794033,0.682,-27892.07174
-70309.85579,-68999.0,-0.365,0.6,0.767415,19.667,-46.4152
-575.56561,61782.0,9.579,845.8,75994.33449,921520.768,-114.71352
-306073.85218,-48788.0,-996.462,1.0,310323.041252,-969.774,0.07841
24.87772,3081.0,51.428,49.2,8017.678356,-72790.528,-4906.32441
-6592.69772,-6230.0,-1.863,-61.1,45.680797,-267.327,-149.3192
4.92517,499.0,619.472,0.2,40.040017,-8.928,14.53902
9.27721,37.0,-177866.333,-3.0,-8372.732209,7.685,6.49475
-397625.90455,7453.0,-69759.228,-160381.9,0.095654,3.821,-370.15267
-3161.07928,1.0,185.94,-69.2,-0.537042,54353.624,5.76912
8.77786,-75.0,2849.673,0.1,-82.952644,-98.983,35862.99423
1.23591,-8.0,-0.205,-2055.7,2.021054,3776.784,7985.71815
-7.37627,5962.0,33.361,826.0,-4206.078005,0.458,-53.49439
-0.52491,-50327.0,-40.697,-493547.4,-59542.385309,446220.256,-0.17629
-54681.58527,91.0,834909.265,-1341.2,-730177.399659,965.826,-373179.62282
81930.3841,148690.0,-0.753,-35633.7,-4813.793682,-422.018,-0.30042
-750.32691,94943.0,-444352.844,-9.6,59.983849,-1774.316,-0.59528
0.00709,-8.0,-334993.111,3.5,0.491285,0.915,53301.28272
4926.28797,-8.0,632.016,528810.1,7992.374525,7.098,-91.75816
87.53385,244657.0,90340.701,612.0,0.457693,-313.071,-925.35546
-0.78376,-466.0,-3401.322,-87280.4,812698.858887,-495344.717,775087.38456
9.31365,1.0,0.032,8468.8,0.221544,-1344.634,0.70134
-1473.62177,-67.0,-0.346,5.4,-90.886633,519.305,692.1619
-0.4851,86.0,25.941,-2720.1,84255.252493,-695883.08,657.44354
72871.7361,-9614.0,1.813,0.6,0.827064,-78.96,48844.0835
-2.70843,-436.0,-6.95,18.3,396.681989,-83576.663,-89.03067
282.71489,-8.0,-55.151,-7689.0,-737236.111126,-0.914,-76.89441
0.85747,360280.0,0.651,-6.3,26997.307136,-366134.361,9.9729
609.61493,-6.0,-71.526,4.7,6116.26398,-1348.564,-77065.58915
-0.28769,-8505.0,232443.646,43.9,709878.006817,-39.446,996.46957
57795.08855,-170422.0,898898.618,-127.2,-4681.65393,803.579,-237184.79487
-0.99944,-921147.0,-3.219,-0.9,-0.793412,850.447,-0.80317
0.79366,9.0,-150559.984,0.5,0.872993,60.89,7.52615
-471879.52824,1868.0,20702.73,886.7,-47854.923696,-75.519,7.66966
4.99836,0.0,12144.249,-7.8,-38.244654,-4.535,-374.02255
-0.68758,-4152.0,4101.248,6634.4,-0.655408,-28.096,471259.51115
-905.73539,957.0,-8031.338,-5.8,99951.996936,0.331,4.5338
-0.96372,994.0,8.342,-41692.7,881840.234604,-36426.33,-535125.5884
70.35913,-0.0,-7499.318,-35.9,804849.648524,6121.356,0.92676
0.85947,8741.0,151.383,-43771.3,84498.904761,88.278,6173.5052
-652683.22755,2308.0,11136.981,7.5,-479959.452095,4679.659,-7088.87718
-6533.00093,11.0,-59.202,-0.8,-4.144337,9.997,-9.24912
486.82136,90.0,0.229,71.0,-700.316069,229.835,-263.09052
-0.23182,-2849.0,0.304,-5462.8,-6.513257,-0.859,-557.33359
13898.63678,56615.0,189.878,-632.4,89792.885555,85856.019,-2.08233
-636540.00622,-0.0,-9883.677,0.3,291689.540988,8153.328,-5743.7739
4.18892,20336.0,-89.611,-10.9,635285.556739,-1.216,-0.58092
8.14141,-24.0,5761.073,-63921.2,2.972247,-61765.511,92307.40583
72312.39499,6.0,76.126,1258.2,0.603177,5533.532,342272.48766
61816.828,-6782.0,44.976,0.2,-18.667558,-908.93,697.90922
446.4821,-89.0,-974426.995,6110.2,-0.582087,6050.012,3.63852
97812.06318,-783521.0,105171.07,-90.9,562.922397,-2850.405,97679.1087
-86.59173,1061.0,-881810.852,-1833.7,-0.045804,-74149.853,481.88801
-0.19878,1.0,-6.515,9.4,-8.042834,2.742,20725.14077
-2777.9921,-903960.0,875864.033,67.8,-0.596535,6.939,-63.40287
-500997.59841,-544.0,0.233,-2.9,-4254.881531,-46.132,9191.20626
946.9445,-2.0,2.525,-0.6,5481.779344,-5.522,-692.56427
-952558.05636,-23634.0,0.55,-9.5,-4.121943,-9609.044,-8.30055
-19.79144,-1030.0,-7.164,33438.4,-3.825363,-6547.166,-670245.94659
0.32955,-0.0,-703505.943,-93242.8,7.668142,-0.02,8158.50663
5560.65485,369.0,-17.748,-32.9,-693.920837,-22883.619,0.9399
7.84648,32068.0,6983.548,619.9,-64.285674,6258.783,-8.33342
805410.77036,-6592.0,298.638,0.4,276.683137,683.523,-3.82691
552.72928,-1.0,-855839.044,-413.1,-4.140997,701.981,-715746.47998
-6929.01631,3852.0,387.876,-0.6,7485.625427,-579228.38,0.44245
-28.555,-238.0,-498.234,-243.3,-0.811703,85536.916,504.25167
-0.88576,2852.0,96.73,1608.1,-78467.318679,-726103.216,47933.82152
-0.72666,-809733.0,-52292.404,43634.0,738914.334137,-0.681,-80.23882
228.74589,-114.0,8.791,-486.4,747.441049,28080.702,-25101.38636
79.44183,-499.0,5.481,-6.6,4060.256437,-0.443,5252.67984
-76.01782,605688.0,84.511,-59713.5,-7511.19244,-5546.073,3540.92225
-21073.85873,7.0,190.483,7.0,80.896549,19.925,75009.00012
-627941.00508,-645390.0,418978.81,0.5,-3.15858,5.787,-157355.11032
-1831.42791,-98605.0,882771.155,7523.2,0.60984,22.08,-7.32881
2.6321,2.0,-0.591,-83303.2,-41357.800904,44426.162,0.73267
25783.41065,-85.0,-36.058,-27142.6,1.438952,714776.071,-6614.91299
81.63752,72805.0,0.323,242808.1,881744.102929,7462.347,-493883.09465
851436.54994,21.0,26388.096,544.2,38679.412192,935.596,-0.01118
-733.43097,33277.0,305297.292,-7.4,-9541.148062,26661.42,21293.75759
-968.99413,72.0,-98.112,-4.7,0.976916,657489.849,0.48649
72.73508,88.0,-518051.191,7.1,39147.848794,-240.342,12177.58964
7.98311,2333.0,526.406,0.6,-8547.022507,-163141.46,-3323.2407
-378860.27087,43.0,-89363.711,6.9,313.773638,79.321,-7.25353
-56.6916,94.0,-76151.175,583791.5,-841.204426,706288.982,8.38381
128178.12456,2375.0,-8243.08,-0.6,9.37514,0.27,58.79221
0.63103,57.0,9.051,-644.5,86757.763862,345.923,-89332.14903
0.32147,1.0,2.209,747721.4,-618.416296,53621.025,-947.21123
-625.23955,-90.0,4.454,-536118.0,-30019.349248,868.884,-606665.22834
1307.06173,-42632.0,5.313,917.4,-23.444492,66.416,-2.44059
50293.04446,-8.0,-53.983,72143.0,714579.485923,0.271,71.66748
8393.08828,9419.0,929.927,-9.8,-819.870821,79.91,9.46297
-27421.24193,-7.0,375.298,-9.0,0.470588,203.744,52125.79855
-4401.0632,981.0,4726.159,-0.6,237555.728989,-438344.798,46.52481
-376086.34414,-0.0,449661.858,846001.2,3.34786,-78240.932,3.65874
161779.18497,-16389.0,-58430.044,27.0,323.556598,-88.695,0.0113
3484.40454,2.0,-9668.02,0.8,-412636.359056,54704.245,-6.73974
533132.57234,-167.0,58638.591,-0.3,-8.06768,701011.377,7334.67249
61475.15778,-41019.0,-605793.572,78911.6,713.834187,-860464.448,177.91105
9959.50998,-393750.0,-48.985,41.6,908294.024605,-3682.679,5566.43588
4.36728,1.0,48094.853,379.4,703.66644,694.484,-362938.11373
882.14029,-3.0,-76.565,56.0,7056.015869,163.0,80789.73468
199.25932,3.0,-4266.348,57.3,226.762312,-59.867,522.07909
-0.46996,-191846.0,-137539.155,-2.5,-0.395764,-3672.058,0.21226
0.02611,-90477.0,-34.087,-0.6,-0.613193,-8317.766,-62172.72536
44.43249,1.0,-56.356,-676.6,98.665092,-49297.965,-33.13972
9495.64369,1.0,7.343,0.4,-5032.125473,-594.407,323.55625
-6369.56174,-6447.0,0.332,6349.8,-0.367596,5547.434,1804.23747
3682.86941,-88.0,7.337,-310.2,0.516953,781.574,0.20587
-812.57968,-9918.0,9467.907,82179.4,0.671849,-0.387,218021.6483
-5137.05083,-714.0,0.765,20204.4,-5.972378,9.182,-7.83459
845226.38546,1.0,3205.665,-8018.6,1084.567688,4.12,-0.12449
709875.74155,108754.0,8104.242,-88.4,51.613285,0.331,8928.70078
-134.63981,-192.0,275614.324,43343.3,84848.277976,-3389.52,-78.05783
-0.90334,307.0,293.684,-6089.6,30320.977237,-164681.568,-21784.85943
979521.88514,-68873.0,-4220.542,761643.4,384.186538,5.851,-57136.61217
0.71009,-2.0,-7.148,-60097.2,957.684519,581.132,-847556.70393
0.64896,-1.0,0.659,-89476.1,9339.359017,114675.033,-784.94693
-64.67146,-98.0,0.441,0.1,542.199461,-966684.955,71683.56441
-221376.47221,-2.0,-462966.575,-2707.9,-364.033261,0.103,-73816.98283
-8.55318,938040.0,-0.86,0.4,-0.988174,3.643,584.12382
76230.76725,-644623.0,0.336,115862.1,-175747.590804,-95470.09,872730.75089
-7314.01059,1.0,31392.088,-754.3,217.443546,-239.19,-5816.32261
-8233.10831,-47.0,262179.94,6563.6,5882.098365,37.205,-3.20003
4.1759,44.0,-63416.812,106620.4,-87685.992632,886693.975,6.14898
8201.22267,66.0,-0.323,-0.4,-75.424024,771.448,811168.31305
-387033.13016,2.0,29.298,-34778.5,-61.804609,-14.228,-1.76501
352906.68846,-2314.0,17489.034,-902.2,-742.576159,1308.213,-849.89232
-3.53541,864483.0,4339.338,72.3,-888860.03506,9.07,0.30157
138.0015,-3516.0,-0.303,37.1,-0.460168,-69.436,-4224.23677
63232.46489,6671.0,640.205,7945.0,664.719681,72.213,-853365.3461
-16.43034,-986.0,-1014.975,-400601.2,4548.299224,10.824,-4.02006
74.37014,-8.0,28.588,635579.3,81.352487,8.518,6259.24319
-931596.55948,-0.0,835.081,-85.9,-521.648977,2.538,83832.42946
37.61933,-17.0,-355064.944,9414.0,-0.990627,-2.133,-40.11671
46.74376,85.0,-9236.134,8416.4,768275.367432,-61.656,-0.32503
36.48262,48138.0,5.107,-0.1,1.711895,-732.972,-706.44996
-65779.96806,-1.0,0.639,-101.5,-34995.904072,5.832,6989.45989
-0.37879,-16994.0,1.052,2.2,4513.101862,667.252,1.14542
0.01248,0.0,-132.048,146814.4,0.734035,-21802.486,-338.96339
0.49128,851.0,0.286,-24.3,0.734822,-28965.135,0.58483
-8944.06636,118683.0,-290.801,-4.3,24967.509842,-5.311,-692.85639
8846.24208,8.0,873.981,-72204.5,291614.556587,0.637,853.93219
60240.05112,1.0,9776.869,941.7,-87.21424,1635.52,-17.65952
-665.82328,75533.0,905398.699,-1874.7,-4.831198,-729718.518,18885.07952
-26268.56277,-5774.0,51.824,-35490.4,-3.426804,-0.505,62.71055
-8383.58271,-397871.0,393467.592,-0.5,277948.649209,-552802.487,523118.36213
-74390.97902,-28.0,74201.757,118174.5,6.246083,-5810.84,6365.33854
-43089.61146,-370.0,69229.233,-1321.5,-72.765195,-47122.417,-0.64205
80274.60578,-53238.0,56762.251,-51.6,-7110.978402,-46.98,-13268.58351
-0.43515,-645.0,0.889,-562490.9,-913.232816,-323000.402,-5.23261
73.57125,-46.0,0.206,-3.2,-76361.724252,667850.22,449676.66326
46483.86814,-1.0,0.471,-85.7,9604.821403,-21128.221,5490.69517
-7855.58182,794.0,0.813,7.7,375734.143668,-11.23,2032.87764
3827.49918,42660.0,69.145,2.8,-0.421778,-991.721,400.26421
0.39162,70108.0,620.951,800.5,6136.296796,-48.956,-2579.23461
-52913.70055,0.0,-936.112,835.2,-87158.706574,-695897.805,-984.06024
2641.06255,-93496.0,-40475.909,6.9,285787.74026,91916.117,-1.59912
-492.41129,4.0,-33.982,-735538.8,91153.749985,131.941,9560.70715
29.25717,-961.0,51.716,-222783.4,-55.587683,-31890.571,84073.34673
273.14579,8423.0,1630.895,-678400.4,-565255.370809,-29859.856,3660.83614
-6219.08411,19.0,-29038.703,7434.5,637403.899738,52977.456,0.11714
686520.89583,0.0,-24.534,-4.0,-60264.164334,-76584.967,-114.61435
-54.5662,-4.0,92.569,23.2,3.009372,-7.849,-0.35647
-1.16506,-32226.0,-1213.929,-6.9,-9287.912257,-907.603,-7903.08169
-18553.7346,85481.0,754.627,-1415.1,-505.508739,-1.912,563415.47129
-688744.45546,-7.0,3189.995,4.3,-538.920692,917.497,-8833.90231
5167.94183,-570.0,2.191,-7.4,0.273629,963.953,-0.68432
-7.33593,25.0,-10.882,-4054.0,-668395.863987,3.807,650685.36051
-37339.13604,-0.0,8057.29,-66001.5,580351.382114,-503.946,-71669.81352
-0.46358,0.0,93865.076,-0.7,74296.847981,-5.923,0.56751
9.03449,990.0,-9750.058,-0.4,-2.991602,65822.147,67957.46584
-52.52766,70785.0,507.466,0.5,436.186848,-10052.96,3572.64727
96.02197,3.0,-492648.725,-0.9,6.161002,155065.196,-771549.15195
17.65889,695.0,97.493,4.6,0.360482,2616.305,-1244.44658
97.54222,10208.0,-3152.671,49753.6,-478.166189,0.789,57224.26167
6.03774,967767.0,-4920.277,461.9,89111.396558,9.197,7.82303
559.98183,-0.0,9831.045,-1.5,40.665349,0.667,270410.8054
-6435.9893,56.0,-76575.801,-118262.1,-620.896142,-74.673,-97406.0983
141674.11851,-4.0,95.432,3957.6,75.29628,390901.628,16.20825
-751.85689,45891.0,0.333,709.2,-66.800067,200.617,-0.35013
41.53004,350.0,9494.333,-2508.9,-89.259691,409155.33,6345.25337
8.1745,2844.0,-1997.145,0.3,59083.550605,931682.314,-76370.57936
-967.06567,5.0,1.131,6417.0,-25693.684659,776077.811,-867.99689
-0.26271,7.0,-833.222,3300.6,-1317.280015,-188.112,-773745.16674
5377.65465,-763218.0,-12.229,0.9,-0.560799,-80135.523,-707872.93108
0.68326,-4065.0,-710086.826,-78.9,3.35679,235773.178,-0.36342
-0.0859,-17.0,-40.486,419164.0,7.92051,47.282,-95945.51419
65.03267,5.0,-8.167,0.6,2.623938,59130.115,-53.52756
55337.15244,-29.0,-454820.243,296967.4,-42.580631,596514.043,95.87383
5.25273,-626024.0,0.677,137995.4,-86341.384388,2760.434,9.94384
-8.17948,-50203.0,353.741,-2.6,-6.001544,6770.624,5674.95017
-377.66007,58776.0,-54754.039,93.3,0.263309,6.692,-42.56249
-8.84859,68.0,9.502,-1.6,87727.846264,0.767,-8327.06649
-4852.58555,7367.0,-67.906,675531.8,660.531098,1518.783,42641.47176
-40.95891,-51585.0,70.059,1812.2,-302.285668,3033.959,3.34152
0.86099,84334.0,6391.608,46.1,61.089059,-289098.156,3913.14315
-89.53632,482.0,-32.584,412.7,2944.545561,-0.7,-3871.62528
3.00791,-758054.0,2298.705,0.8,-324.459436,-9602.109,-0.0955
-505.8072,0.0,333.023,-72021.9,9418.173902,401237.538,-3.59919
0.79658,73.0,5.572,-5.2,-0.529073,15931.165,-2.81363
0.88689,9626.0,472784.42,-0.2,99796.405562,-7.982,49.51567
78687.54935,5.0,314.701,-37.2,-0.588218,-45.241,-623703.37419
714589.36332,5255.0,0.45,6816.9,-5046.655753,0.068,-77.00794
-920692.98469,0.0,-173995.933,372.9,-0.293429,-4.599,90775.71769
-797.67608,85006.0,7.998,216.7,0.512708,-5.934,-0.46576
816.08437,145930.0,-149849.371,-90.7,-0.193275,57.369,-224904.84973
-4864.87983,1.0,-85138.772,137.2,644085.530392,-3.188,0.47994
679.17953,-179671.0,64970.209,33.7,-0.833064,-513637.513,477.38588
3529.89615,649.0,0.508,-43.6,-5285.537711,-173780.645,0.48714
-0.63806,-63.0,5.186,0.6,0.926632,2363.335,-30251.98604
-14.40494,23.0,-35.92,-20677.0,18.09585,0.996,3778.45823
55255.36464,-53.0,-9.048,-8.7,-9.233963,60838.942,-9.74251
-2417.48707,23.0,-0.049,-0.0,4897.428766,-9249.76,-87.01794
-29880.83009,6.0,-17779.042,-735.0,-429.786649,0.23,300757.16339
1627.15844,455413.0,-2.066,-96087.4,339618.697471,0.42,-0.29427
-0.72842,1.0,-7993.519,4.5,-94.223961,-71678.714,-0.36071
7361.92063,-5.0,-230.778,245.7,-68.944877,576.912,10.95328
0.23353,4.0,28997.16,0.3,4366.428407,-2617.342,84.90573
-5.22552,1.0,-5.939,-4.9,-238.545052,815.124,-57825.79355
994.40164,0.0,3046.615,-0.1,915450.642624,-930.06,6490.97601
23186.70049,-495.0,3923.008,-0.8,4.882962,195787.677,-21581.28078
6.16538,0.0,6749.099,5899.6,4.221609,360.467,-0.34151
-913429.99201,-78.0,-275.539,2.0,-401.139359,73110.088,63.0807
-78.57089,136.0,51264.758,-80.4,4.451351,172.377,9.60402
-693314.65045,-1464.0,-8.826,393.9,-0.575109,97.083,923.598
-0.28341,996519.0,-681756.61,70.8,65066.79508,0.538,77.31314
-3.32333,-3.0,7.329,-3.7,8812.489891,-435919.361,-9.17013
-4508.86459,-0.0,-4869.35,0.5,-9.418653,986.539,-49.28444
0.71599,362.0,-7100.185,9.6,-22.134113,-70.85,-84.86384
-0.6089,-8.0,114.489,-2.2,-3272.845761,4855.939,5.97265
-6.41139,-0.0,-31.819,0.5,4226.643165,-7.651,0.83611
-975.89428,2314.0,996319.421,765092.8,-0.146107,-908609.514,19.36218
-53373.85639,170.0,0.723,-0.7,9.665331,-801.107,8.61459
31.18386,-17.0,-2.779,-7187.5,7355.267857,7408.207,-17713.23014
-614277.2337,-3117.0,0.759,0.8,-400.152346,99.205,-23.79349
-62.87547,-14209.0,63402.461,-665741.1,95208.889602,-7127.348,-101269.70222
0.5271,3212.0,-6101.441,-71416.9,0.526812,937.672,-12.79215
57610.72056,-1.0,8968.092,4.1,9.917068,-0.331,7.40936
-65959.83833,5.0,-3.296,0.8,8.094654,-7.423,-724.82994
-0.97218,-98.0,-8.421,0.1,0.440722,-0.179,353.12612
-903.07867,-477.0,-3932.023,2587.5,0.306562,-8231.893,-379.23236
-4877.9782,346.0,-808.717,59270.5,-50462.559711,-96094.72,26.56727
860600.31579,-6342.0,0.427,85.9,-7754.027571,-0.844,-7.60991
8.09921,94.0,-544.254,5028.8,-455252.169792,946.198,183874.37913
-0.51929,-5.0,9.728,-0.8,-296571.623724,-2.567,-1.35781
-319.18707,-4.0,-0.017,-0.1,33449.136357,-1562.152,-0.99762
-849.09521,-955.0,0.641,4.7,-7845.984954,-318006.56,0.27122
-192.57937,7867.0,195.165,-188422.0,-482.611532,-1.367,780753.81406
-6338.14032,-58596.0,4841.936,7815.4,-316465.537962,-970878.018,952883.16419
-7419.62589,-50.0,0.027,0.5,-7151.034274,345981.329,8427.00982
-0.30022,-36.0,-3302.043,-94722.5,-78.455612,-656586.089,12737.62306
0.06255,-50.0,46.103,-258868.7,96.986712,-132.963,-912.21108
8201.69042,-938.0,6014.133,9.6,59188.510439,8185.474,7879.5616
2173.87864,5.0,-326.622,0.7,5680.705926,-80.719,60.36711
-4.5287,4.0,-732375.027,-92722.1,7.026401,-59686.493,233271.21642
-3062.34571,0.0,-76.019,-5566.4,0.468633,507.311,-33.71376
