column_1,column_2,column_3
7843.692,45567.384,-3.83858
5070.185,771455.308,4215.57636
-4.082,1012.794,-493.20056
322.631,-18324.325,-61883.39515
75.632,-42404.368,-0.76867
3669.76,-8.965,-513894.25648
-72.483,89.067,248047.28637
752.534,-432878.583,6162.16046
32.372,14.382,-7965.83421
80596.996,67.782,-60.89042
-9806.77,0.441,74252.63415
-0.236,-117.583,-2164.93181
8.231,-723.177,93.62261
-0.26,-3989.638,-6.84246
-21.961,643740.361,43266.09323
691.215,27.942,91513.06994
32384.446,550.131,-2.00842
-912.405,-6025.441,-423075.53616
81459.324,0.609,54.81945
77804.32,21284.586,-7.85415
-0.245,6803.097,94582.90915
0.353,-0.164,-44.36026
-7405.033,-716255.91,685.96361
-9290.826,-0.644,-94767.5452
3853.468,-356177.824,-59165.17635
515.397,0.546,0.5146
777.722,20690.083,-0.60538
199.987,0.217,21405.50642
-2456.945,-9432.547,43.81784
-297.293,537.468,-1963.33327
219.829,3775.679,-40579.41686
-5917.39,308.351,-202.97415
-42203.475,-570462.159,-300.09665
-376.397,413.968,-90.40972
0.225,-0.026,-61.59845
-2847.643,72.077,3359.78322
-44647.272,-4261.432,-4.68246
-39415.507,-500.63,-68.38578
7003.562,874723.405,-413739.3376
38.064,-6.921,0.87736
-1564.269,-3.828,8.0521
0.285,-223.298,0.67711
176.199,-932.713,-147.5189
940909.014,9.59,-93290.15033
-55.56,0.959,-1.41753
30471.463,-2.63,2.7292
98.319,0.225,939852.77678
57.333,433.215,-4103.60744
576.067,80202.79,4.13791
-2.405,-574.735,-143.23633
-32711.652,-545.728,84.61697
42492.133,-813.125,-0.72593
-9.285,454358.092,-869.19092
643420.259,2.691,0.24999
-292.648,-671.544,55577.59675
-0.802,-2454.434,-91800.67375
-43326.015,-4750.952,-91013.17725
246.692,843022.807,-81.44206
-6411.524,8.404,0.40771
9.629,0.903,-4.70093
-4.203,-277.331,0.40642
63971.768,-907.48,3433.18175
0.839,-786846.448,89.51854
-684.5,-0.08,-60234.72796
1.332,81.919,-265093.39633
-94.576,-19.856,327.90669
270805.961,637227.97,-43.44692
-5.564,-3.244,-4.53401
831.122,8.751,-5130.7804
197409.04,6.699,34.3809
0.5,594.079,3.73581
-3.648,45.044,-4.75581
94718.758,-997.443,4770.21491
-743.26,0.039,-837470.98244
-57.655,2.357,-0.24594
3321.797,-0.433,-10442.17871
-771862.572,-583036.966,295017.90906
61910.154,4334.182,-7.72803
-3.87,826.54,0.50701
9.427,0.963,-76497.61798
-526371.351,-367.813,-4.35606
-7693.39,4428.279,7990.27479
-0.375,89.813,-0.03669
586.534,-9.916,-54430.78144
0.41,-18.164,1065.03404
-8.052,-145.872,97231.83111
-21.458,-2502.099,900.23797
365.462,-397750.675,5.17333
-0.508,12.04,-0.04611
-68739.168,553742.223,65898.02766
0.861,-24227.524,50.41365
-5572.048,-751.89,-382.50641
-0.097,-0.24,-0.14886
-702.426,-42811.247,566.8682
4829.121,3.643,-0.89667
2.43,869.763,-0.5495
62.001,-719656.513,532.4986
-8.349,-60098.556,22928.94415
8.328,-906348.182,0.78107
5794.957,-445128.72,2.64806
-9720.063,-181896.585,-419.10465
-4580.53,-39639.277,90244.48705
0.785,-31.032,0.72623
-570.436,-4.341,-78.3487
373.036,732.105,57674.48419
-0.853,-94.837,95.92764
-7490.408,-7.738,0.91721
-2668.82,9.104,-212855.31779
-908357.839,48.152,-4.7572
394.381,109.579,-6175.83198
-0.909,-2137.625,944111.19523
7.594,0.766,-768.61484
7.909,-0.792,-5603.24389
37209.491,67074.461,256463.32301
2177.594,7.074,-55189.65953
-79295.641,0.95,-6.50944
-3.676,969.201,-899.26312
920.04,-549.772,-573.70791
9561.205,-8962.952,-49845.3768
5165.537,-757.66,364217.26203
-693079.063,-75169.834,25957.42723
-0.001,-9719.645,-8.42993
-808624.234,-0.582,62.24638
-5.919,-221.123,-676132.73557
-6042.801,2172.39,5.85886
-527.068,-0.176,-739451.96273
-95625.041,3.266,-50.10994
-73956.962,-829602.791,189.9049
-5.877,-378.617,92470.7583
-8871.878,-3084.223,4.55371
-8.926,555.653,-804245.43109
27.988,485645.769,0.68073
85005.536,110.972,95.02691
0.683,3.145,-81067.22946
852.142,-4.943,9.44517
971588.032,-83.82,-90160.02863
0.117,-1874.725,-382.40919
-9.107,8519.65,516.3395
55254.711,9.102,-0.33675
-869822.762,87459.593,0.49339
-15460.275,0.602,-53.65486
-2351.362,464283.091,840888.11115
-7.786,-852.739,-710.76718
31.473,-0.427,56322.77396
-4.481,1676.508,19.1393
-79.909,941375.501,635.74063
-0.331,815.058,-268.33479
-9074.303,-3.988,0.31073
291.95,-4.767,50729.09247
83.887,0.117,-989242.42629
-1.23,0.705,-44.72791
990798.193,-4311.525,-539.70505
-80.888,4556.382,93.2154
-690.915,0.255,637767.09014
-9759.379,-3349.543,-984.47926
97.407,0.67,-5282.91002
-2724.562,72.682,-1134.38214
11.331,-0.398,-819.9225
-946.7,6.006,-98635.98765
9.018,-95431.567,-28.6981
825736.664,729.337,98489.27743
-131.759,-103.744,-0.28139
-110559.529,1.458,762.072
-0.146,-95.272,-70017.80765
71.749,0.19,45394.33793
-793.442,-52807.394,8901.3044
0.198,2.612,-9356.26692
78605.446,6.896,-2.04389
80079.204,-0.306,7752.92663
6877.654,-3.197,-9.43423
-213.337,68.241,8.65914
-4067.472,-9.806,-2.85794
-0.819,-458797.221,11.03979
763731.267,-453.332,1946.12766
57064.953,-0.766,-3.42138
-826803.116,-381472.649,4166.89048
479248.651,6.157,0.78757
-359.012,-14930.498,-97.01977
9.157,556729.901,6127.67432
9883.829,-0.895,-0.94871
95313.858,3014.698,-37.63
0.065,0.023,38118.25637
-15.201,82300.104,39524.01859
72414.127,205146.885,2.98227
9.285,0.192,-3.21883
395789.866,-359596.316,-6.31815
5520.401,0.299,-9748.34268
24.277,-84.552,1.81607
-55.641,-8.813,-40545.61582
5451.368,146601.446,-79.03661
0.669,0.341,-0.81991
23.489,974.031,-154.57889
61450.422,29.077,-730107.91937
0.848,60.224,-545.7676
5.274,0.929,81.3127
-4075.893,5.557,-496935.84785
-9218.263,29.98,8752.45152
852.757,-8054.394,2193.89595
0.262,-347694.957,121729.08024
-646.028,-6848.921,0.02266
264.247,279.673,0.72566
752532.339,-457.047,5.79101
2.768,-144907.659,578641.74826
-90437.145,-773068.026,27494.49044
-2.032,0.781,-0.7705
-19.783,-48691.577,-6330.89822
2.038,0.066,577.045
37.343,-555.661,-63915.37779
15129.579,-104.692,526044.93228
550245.458,770.567,-7.11816
-0.579,-0.557,-0.20758
-13.05,-393.082,-35907.53389
40890.784,-67144.294,22.97312
-55.864,7761.557,-878.1002
-2.181,-0.573,75492.44709
-71225.839,-99.019,-24.08001
-5.478,-0.389,-2.08665
21316.202,-3.538,13.57442
-751890.798,-88738.352,0.82081
5576.822,-26413.923,714.27521
-699.895,-84.372,1861.11798
-62.818,52635.433,85.20387
791603.999,9.176,26.52388
0.109,74459.662,42251.72408
-13147.528,-653149.695,-7.33748
-6367.353,634.705,202051.59083
0.389,4.185,996305.53729
-2.285,-87.936,48.37556
-4.19,7002.185,-2773.57194
823384.539,516520.915,-56582.11004
-6.151,-17152.789,5703.17553
-1.233,384356.14,8973.15237
8265.244,3.347,-9.40405
8747.014,13.677,0.40079
9.509,523.92,-163377.07464
3094.152,37696.553,62.90374
0.619,682.496,63.54131
5.204,-0.839,-471899.65485
-0.071,-0.036,4.88343
-33.475,-154.017,-633.55219
-8881.899,0.451,2189.15162
0.92,-356.183,-76.44269
863100.747,-625.78,-0.15746
2752.847,0.952,424642.17931
0.017,67.133,6.42282
-83.325,-62269.767,57216.86221
709.518,-2.838,-33.72462
814780.278,-0.593,492.36759
-97449.91,0.335,-55.60649
-269.873,7.592,88256.17385
-8.728,-0.505,50.91097
-0.025,-77.78,-8.31327
0.591,6.643,0.65914
8018.635,6.899,-20479.42376
-5931.998,-2239.464,-92517.74856
92084.5,-8715.618,-239.87397
39633.066,64.515,-0.19219
-0.166,-964.679,-615764.64777
-5961.317,73.15,711.853
2.456,-13.38,-0.4107
-63073.679,-153240.225,-3385.86747
-0.345,0.495,-7.9783
-835.344,565.987,24933.62602
6036.695,920.451,-8439.72654
-74002.328,-817.796,6164.85515
-6813.564,0.289,-72239.7777
-5255.491,-288.309,12.42148
-0.332,50.458,-64.14768
-8.47,3.582,0.91242
-14755.638,-745591.696,26.62165
-496575.559,-7889.598,-0.97992
-42.642,68352.031,-0.08485
0.733,27.879,-84618.84244
-4507.307,-9.747,2.77921
-42684.295,-3.118,-47.13901
1817.068,64160.55,-150.18515
351568.253,0.162,1109.49439
529250.416,-286.243,-656656.30245
1356.696,-560499.299,-933414.33606
0.848,-525100.546,0.77121
-0.371,13.411,583.54358
6263.096,91.654,9.20257
744.068,6.739,-8159.81992
838521.198,1737.889,2552.97975
0.721,13.721,-0.91397
3114.047,58030.775,165860.04868
0.359,490895.622,8.99358
0.841,-36.035,9259.91634
-718591.338,97.752,-28.32823
62501.98,1.543,-141.08518
7.99,-305.118,-804.69256
-37797.951,62.139,167.20309
-53206.481,-50354.392,373.33241
-83762.404,602752.268,-502.78504
-6.585,-672293.595,-98126.60567
45421.413,206755.247,-0.02382
-57.955,4481.54,-25018.36301
0.869,-843766.885,-6.17993
-638176.69,790339.46,-0.22508
4417.312,-435601.479,0.22287
-93.627,283111.568,-758982.13737
-2.86,-641.453,-96.89123
8094.536,849204.899,-92536.188
2.757,-810.775,-536.84196
-89.738,5143.163,0.11358
0.741,0.342,0.89696
-2079.927,-583256.226,-0.23824
-284.469,8388.941,-0.12359
834802.09,543.921,87071.56698
4438.789,361379.041,0.3465
-0.893,2404.174,431.97359
-456.76,7209.466,-315197.44077
189472.001,0.286,-7.37975
-1.036,3.174,-29391.82583
18.618,743.223,4.5831
-35849.47,-37.55,-869365.28229
-671.548,-0.041,-47415.94289
-16.983,-83893.012,-0.68305
36.619,-98.473,-144760.03116
67.866,252925.492,4.98357
8019.599,21.716,-0.40279
0.369,14.918,3.56084
257.562,-97151.269,0.09572
-2.485,-196.865,-151106.64249
-0.097,-82.979,0.9265
-99.058,519.694,853051.00419
1.329,97.048,3.08746
0.521,-392.068,-0.30504
0.83,191.111,-9.21592
4552.657,0.411,-0.52938
-719.474,7.886,96920.96914
-18449.429,79.429,5943.63118
-3.684,60.805,-4564.59314
-18411.476,-0.078,355166.5047
-22809.354,-0.547,-16.67399
34.384,-402395.294,2756.11095
-0.436,0.561,-1.87443
535.409,614.077,-2025.2561
76.603,-52.265,22421.09283
3095.08,-5956.346,92.84703
-4.56,-0.547,-556779.17488
790599.231,-52.837,-5.60378
-0.568,-0.984,12.11761
-39.485,-414.35,73671.98113
-30636.832,5522.321,-64.89517
-33.012,0.215,5.51965
49.216,5882.016,-0.27082
99449.595,0.076,-0.8025
-723770.586,0.471,-33.91964
890.351,-65956.25,-716097.42485
-687.674,6682.84,-80189.68016
0.244,84109.831,-7.90918
-6.539,0.471,0.4476
565.873,-760.792,8644.63627
961.918,384328.321,-5.72059
58.255,87885.074,7273.70974
-679.012,-4.284,-0.51491
55825.926,-297901.632,-4.60174
50.075,-74.416,-163.73254
-49.821,-13.589,93.70847
90285.949,-0.769,-810335.75571
68.446,-7480.104,-0.53015
9.133,0.825,-1563.79761
33.281,796387.947,65892.82755
66.071,-36.6,-43.56764
-7.138,5533.991,35.80847
-0.04,-79.424,-554.90707
-0.112,0.435,2.21613
-912.432,-90.067,-940.80539
-518.927,-24.091,3.033
715.137,-72.806,4106.44955
7.516,-872289.744,0.34801
-13.229,2.503,-64007.51359
0.978,-585227.144,395.99708
6733.004,-2354.006,-917.22347
-14259.469,1101.076,-710.40248
-32127.769,-79.285,7464.2849
2378.798,-25891.506,-0.52721
2713.974,7519.212,8434.15834
91.546,0.035,-287693.83461
-0.436,9.684,51.04344
6.369,88.201,0.84821
-22871.519,5847.376,-811.81549
4653.855,-48801.395,-83.35824
43.328,627.99,5.14958
-4.907,0.046,-587.33303
65.753,-4342.978,-5.74365
76383.001,-4366.854,-4542.49281
584.286,-0.593,46327.58554
0.774,1590.025,-7615.80213
504623.508,825.196,-5467.41602
918.349,2.074,-508.6205
7418.207,-35.755,-640.29934
0.801,-19.279,-374.6689
-354.241,-0.968,-6.00149
-75175.234,-39301.973,-2.88257
3502.063,-98914.388,0.9607
0.876,-8.291,0.29633
-272.035,0.617,16.72302
272.05,28474.99,-7.5313
739730.456,-110927.783,904639.75445
59.776,90922.466,-1581.26096
-0.795,947.343,3073.72079
-11.114,904660.904,424.85013
646.026,-4.546,-700.00799
615702.775,57.898,-14.48804
-7549.394,340.358,-713.17653
1920.505,-1806.502,780124.00093
-74856.09,2.983,-82.14088
-2.385,-0.213,0.06055
695.291,-79852.613,689.31458
-1.661,-84616.26,-312.58466
0.43,-5.799,650447.54519
-37.333,37.962,-429777.10394
0.102,-9.8,-8535.02526
630415.668,-0.739,-731346.0074
7963.887,-7292.662,-7.86654
171808.821,-1.909,31991.31067
5.68,943.741,0.52016
-54155.355,1542.639,4.15529
-1.879,-260659.814,731222.88778
-945.012,8487.912,-5234.20984
0.184,-258666.337,-0.93188
1.618,-108360.01,107122.81651
-313100.453,-778.86,74792.71499
0.515,-92.155,-0.49628
98.179,0.939,-19.22868
-91514.771,4.892,-2283.9149
5165.267,146.758,93.46008
3.098,-40731.917,26.50384
6.307,-0.539,-27839.25277
-3.29,-7809.685,-0.00255
-0.695,-188614.613,7538.09314
-56709.052,-7749.427,2.02962
-2811.356,-0.824,-99101.28927
-36.319,122114.332,-91940.57922
-9.43,-1742.505,88.26886
-0.248,-0.95,58.93465
2505.931,43633.849,-1.1786
-176999.004,-0.86,-0.00595
863.694,85.318,-95550.67822
915.921,-752310.573,812.95802
9900.486,99.699,386.52573
-549.901,7204.936,980.13776
-5888.439,-28724.329,-4790.32284
3354.477,204.268,-4.15787
-0.071,184824.507,-0.80834
1017.734,926.048,961.9344
-21.433,-22.377,-60578.11804
27.007,-649.396,366185.76992
-9812.748,-443903.157,-9918.95002
489.404,-0.094,60230.98262
-3.635,303.208,161.52811
753.692,-1332.393,411351.37549
59.125,4654.843,45412.53599
783.512,0.902,6591.11
89499.359,67423.417,-7650.79886
-62938.09,-0.979,-68.89941
649279.674,363.534,83.6736
-5.722,692054.812,-0.77161
183542.258,-42232.683,6626.55348
6.163,919.961,-285.10772
-96520.854,-89.668,239.68543
-8812.276,-0.034,816199.09687
-12950.094,4467.778,-98401.32434
52061.004,560022.526,-284.97874
4505.945,-36.706,226.47256
4233.606,-700557.057,7.25792
7.668,-0.902,-996.69914
0.324,7.768,0.03502
98579.476,37.366,-5576.00943
-17.702,0.579,-0.93295
-795486.212,-0.765,378.15797
-2041.317,371149.373,9242.14391
-0.482,-3099.787,-18775.18825
888.114,972.396,-49584.6798
3564.317,-3265.917,-99.6781
-541.479,-0.126,-9.298
-2.34,93373.757,4.84293
-902182.808,-340.743,-84772.40603
-38138.867,18.904,-25.99709
-804.354,-8089.85,880.7988
51.071,-0.689,7.43616
0.288,621211.448,-4.37853
6.3,-80273.617,2351.30322
746.498,-0.796,9.36048
-0.572,6323.501,-839250.57191
-289672.343,984.968,902.09989
-303.704,94113.68,-60350.29216
-64.816,6565.051,0.20579
9023.291,-1315.804,-518.6873
-3.02,1.755,1.06995
0.527,0.557,-259.81407
983.959,-4161.558,-15.25095
76336.35,-4743.844,-0.32353
3.707,-17407.244,739600.83536
558.514,-9260.027,-31.15665
-7884.454,-821042.74,-0.23552
120.565,264594.95,-0.75471
828.787,-44101.358,2.73583
11.338,591.883,0.09092
56.466,297.442,-7041.30591
-9.992,73878.606,0.14889
24.115,-0.254,382.2378
0.394,1808.626,0.34868
-584.1,-91080.697,3.54931
999.845,3.126,-12832.7935
-2525.808,-0.782,-433.1749
9.301,-79573.479,-1.03728
74.146,3.217,-60129.08003
-57221.37,-782.042,70.1918
-0.775,670534.311,94091.59567
362679.743,0.761,0.30853
-652.379,50780.169,-29501.75201
0.053,-0.115,0.70006
679.879,-50520.523,0.04586
844001.948,8858.854,537.03876
-1.316,-30297.551,86.55552
613951.448,5624.442,-40.40515
-35.476,85.703,-489175.84433
86.091,-897907.311,88.72754
658.716,-27284.96,-6021.84176
-3221.029,530579.446,-85.69332
-5461.431,402888.926,-0.72311
46064.664,-7.734,-96981.38298
-3.209,6.231,30.35308
-3997.032,-70.656,-168.10758
-1800.803,27063.578,-88.96931
4.176,8.939,-0.28644
991.628,9.63,-11471.85841
-1820.648,93.88,-54.26413
-0.81,0.093,-433685.52291
6291.962,-0.217,-3.43012
73972.644,48270.976,-41643.48504
56796.533,44.328,-0.31779
-82.699,99.908,5456.96899
805.909,-0.539,-843.75198
-74.137,63.734,8715.77039
-600184.484,-5946.974,-53410.06107
-11.848,-86128.505,9.23197
41.004,-371.052,0.31428
-689.325,74.671,-55.03381
0.401,875.727,3946.16011
5.698,-5.309,-727.86807
-0.131,-1.132,0.03526
466.361,956.366,-11.41867
-0.73,297.459,4131.02014
-973764.966,8.77,3225.17286
-0.372,-0.93,635707.1264
-832.696,455.403,0.93392
334.539,28281.869,-3992.13155
47661.232,2631.028,7880.14568
-38584.878,-0.963,0.16606
0.37,-408.457,-79.92696
-0.657,-655.819,413018.23373
-6.157,7823.763,-755710.28487
-710.913,932.011,16262.17921
3.036,26459.643,297920.21008
4810.505,82.396,-1575.61492
-446821.517,-23367.049,3.59763
17.748,0.607,-0.896
7.023,-0.612,-15.89945
-258434.212,-950266.811,8.8986
41955.133,436.049,12238.41494
359.016,59657.042,-60.93197
237.191,-1.837,34.94953
2151.838,-273909.577,-2.59071
-3856.78,5937.315,21.85551
526.355,-81.818,-671.75182
6082.071,-2307.235,-1.50537
-0.764,-10.742,-14562.41776
25.591,3.085,-0.04588
4799.171,0.159,0.86334
-403.137,-116.111,44822.86419
-1768.566,43091.165,162.55027
0.766,-0.807,-591.21044
-842687.088,-474830.432,-3278.54339
9484.341,4814.936,-4337.96388
-14.635,-0.423,85.28053
7870.046,209087.766,0.5525
9.776,-4.081,9.45005
-990.37,-9.792,5.19874
-45767.899,911056.187,-277174.22985
-0.676,-753578.996,-879712.42699
-78.052,10160.515,-70.08648
-0.569,18.482,-0.09157
-60.116,789.879,-0.72632
87651.131,76.128,-44353.35158
-336.597,690378.435,852568.09646
556.483,188.07,931312.70903
27.386,0.997,-99104.66607
-9.682,4.845,-6.84097
0.845,993.946,-78.32198
3147.17,9.684,3545.99991
-92.401,-0.286,4770.49217
-3.683,329579.539,0.19735
6.579,-7336.32,3.92983
-684.101,-96220.424,7.30323
0.663,11601.284,-8465.67191
28.279,-5771.89,-1.70357
4722.093,41.834,-80.56102
-840116.148,6888.283,-93.19267
-306576.66,-77.278,-49.2033
-501.629,5.534,-5.56921
-108885.92,0.008,-8035.80792
5133.181,-6.896,562.29728
515.446,-35.143,-9953.75335
-5853.66,641731.685,93169.88304
-89636.921,-360080.663,-2.0861
331160.745,3528.988,-12383.70695
-5.647,-447.316,-26.03571
992.31,-5986.621,894254.77828
-700093.796,0.061,-31.59339
-20.957,-548556.914,-7763.38782
97.554,-67199.887,-7405.49513
-0.743,-23.203,27292.44408
-109.679,73691.581,5.80057
-8628.714,-459.506,0.76559
-9702.61,-507.817,0.61453
-78610.221,5751.813,9536.73188
-0.142,0.46,-784589.52519
20.064,-0.145,-43.49164
5.378,46693.772,-104.98014
26.076,-59.278,-0.54394
-2620.51,81578.444,-1.47601
9.886,-45.253,-338.86016
-0.439,-335.911,-47.97918
3.366,0.642,-14.95289
96.108,36497.739,-952.95018
3.971,8415.801,53640.45187
81.835,-3499.581,-242.87145
-84.171,2336.46,68.40608
-286.568,-342.054,-132.05677
987.562,-29.578,24.0743
72431.548,-0.501,62701.53245
-2.231,-44.34,776609.92883
-55482.515,-1557.194,-851081.08386
-16084.046,0.467,351285.36979
804.494,947174.53,-51282.33611
-0.522,2087.497,-296.75132
-32608.772,25.206,-4029.95102
-0.041,54.466,63.85212
-882.554,-0.928,468.97991
487.106,-37885.417,0.5006
-71.392,-4.575,86597.57138
27347.444,-7739.092,-0.94991
-6205.688,-367.074,-1.36288
6085.922,66155.201,32.5054
-8405.848,-357.629,24286.84724
-0.969,-50030.663,-1647.22556
43127.065,-1.707,-30.67595
-0.838,806.973,831.97428
-908060.152,-59.114,-786021.37246
0.761,-82377.999,-56026.90217
0.915,-18.201,5.41299
5.12,-49.283,188562.5537
0.355,-5.699,8.16371
44.491,64076.769,644.73281
97.574,7838.608,-3917.94724
-85.143,0.361,-265208.89554
8990.73,51547.772,773.32727
-6753.949,-27.782,8214.32817
731902.21,-304.779,-3223.68669
251.772,-900.334,-8.78733
5.265,766090.842,41438.34524
45.422,-0.831,1330.94394
9755.324,12854.365,8.48127
-0.253,-957151.1,-44.64246
792.355,893.192,0.60218
0.775,-0.526,-546.26759
-8.777,-727.772,-4298.83848
-0.647,-774153.456,982322.71166
-9998.66,-1623.039,0.04094
-383874.4,-0.348,-60.13834
0.895,-5761.632,0.03136
39956.078,-112.39,-0.92204
4.67,-44.113,7.256
0.377,8.341,-7.57785
-237.67,-72.068,24154.09978
99176.304,-0.759,0.68104
11809.895,-453.603,770.56188
611791.031,-3.138,90787.63574
-1258.013,37522.857,321.47292
-745.887,4.601,-580.79866
72844.567,-3127.424,-0.22323
0.639,-0.013,-0.00453
-47131.145,-0.449,5307.14637
-93.392,5316.199,-178314.48711
-49.866,0.6,-414.08794
-658284.132,-8.548,0.07257
0.225,258755.685,1489.0478
92167.883,-4590.269,-9405.16132
-8.052,-3936.687,-210.77859
-33475.274,-495513.828,44.43216
-534.712,213191.219,67429.75956
0.916,-0.5,-820.4135
-628.948,68411.03,71.67561
8109.176,872.892,19650.92422
-3.337,1.365,1474.62194
-0.667,-59.301,4.23586
-4715.878,-3815.609,98565.98821
-24300.11,-606129.714,-0.43784
32.798,-28303.799,-0.98094
922969.989,-0.218,-288.11418
-341.062,72.016,-0.06741
56530.881,1138.378,-860.77905
-645644.989,3224.77,-0.28364
-3.604,0.08,-96117.12751
-1162.029,126.603,54.16635
82.573,-129.774,0.26502
0.17,50744.049,388.13207
-65.75,-294.158,-86750.45631
-18126.967,-183845.947,3367.80627
-9262.283,-7.791,417.76683
95392.542,-43.735,2.94358
51225.389,7320.836,99951.06406
52.131,-77.972,-9.78601
-50.344,0.513,-0.95081
2304.897,-28929.542,-878061.34383
-996.464,0.291,-0.42718
0.614,-552.73,-9999.97415
-8.103,67.447,-63.9616
-73.162,12.321,45.48892
-74677.939,-19.173,64.78488
-2.348,-9.318,-9816.61951
-88833.832,75323.94,-0.19986
-96533.493,-3.945,-9417.55031
24.537,-9.878,-598155.10874
-82.805,0.349,82876.22984
-393.334,-8625.688,-387731.12627
-0.05,2.732,9.78963
38.683,22547.983,2.49625
28062.943,-74.085,-954.19361
-440640.762,-335.889,97736.6867
-0.883,-0.045,808662.0342
9668.599,-3.301,315.82952
-240052.139,-60.913,-58.47517
9.185,93.453,-968.72251
-484395.918,0.964,-52.78886
332.66,-34813.504,-9125.57799
-0.981,-0.66,574.79713
-2.245,10.053,9.60274
-0.39,813038.337,1.42265
-7951.896,8.281,5.97828
-7146.16,-634453.148,2.03772
-0.074,36246.0,-13282.21635
64.114,-337.733,-49.05036
-0.169,-921250.711,5.54413
65001.957,0.443,0.34836
