column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8
4.5,38.822897,0.62,76244.7,85535.45,2.3757,888595.091773,73694.673
575861.91,1.758454,2.65,6.7,594613.33,233.846851,2813.767703,84802.197
214194.95,5569.30012,972.08,39410.5,1.45,143210.739318,907.057252,528395.196
309506.67,861267.733868,2671.45,2.3,10.75,515.440914,55.495859,64.602
895579.89,379.802112,28791.27,1.0,55468.3,157810.022673,7.936009,524.401
300582.92,8.177565,253444.23,2.9,9234.39,784336.22194,88663.996212,0.86
1.33,0.262103,0.62,0.6,8.9,6.74875,796.089575,38.172
64633.59,195432.640685,13118.64,1.0,64957.83,9002.646171,776.662736,718973.642
777.48,108914.529089,58.4,728.5,2.44,707330.968578,7.45566,6.611
0.47,9.885968,726.33,0.9,59.15,937.593946,995.130141,0.506
87266.52,4.072027,912.21,821.4,76343.48,3963.262041,96.340196,0.423
6.81,0.466883,3770.53,0.4,157604.52,69103.165971,0.318033,0.285
15.7,441.148806,48.76,5573.8,83507.82,14016.185246,7.920056,30966.216
0.57,3.223076,5.65,6372.2,3.71,0.230901,454891.915778,8248.985
0.94,9772.009966,8295.02,714476.2,8.7,85439.031147,10.582171,72248.115
363648.92,38894.879232,40.89,915751.3,15180.1,9315.444578,0.662151,0.808
999233.91,173.877277,0.62,820106.4,40.1,280.902949,214.103186,450.345
5.65,770.460134,0.57,83747.3,9.45,973.181495,4208.638927,929418.881
511237.28,50.142913,484233.58,63.3,7196.04,0.761549,2839.417723,0.278
1.06,64.458924,160556.34,0.4,28664.32,2036.347021,4265.241301,77698.238
6.9,758.76663,46.55,343.9,41470.51,0.997363,8.055118,988.694
4.57,631789.433921,868.33,3988.3,0.55,769076.770253,362303.243708,207.281
2.96,3.705901,0.2,678895.2,5.66,6391.304783,521351.70244,51.298
96.45,94391.928506,3958.51,23.6,73.99,692572.600528,0.097203,37.455
0.1,0.252784,0.14,9.9,39477.79,78052.680272,61058.613196,4.233
0.91,9300.437882,8835.04,6836.1,46352.44,739678.293011,80990.382621,43.752
47811.51,3.453541,9.47,95573.1,33.19,309.793139,591774.854897,9.622
163.31,0.682732,35327.45,0.1,103.26,678.15883,0.244728,900957.997
87.32,5.896281,787082.84,19985.2,0.77,423.386641,95.332177,0.094
220.9,70.428525,70.21,72.7,0.1,211.189451,558.526675,0.274
5.03,15.535033,0.85,2.0,795639.52,43.704934,0.02246,0.505
3805.8,5.207321,63.42,0.1,84516.46,356.420421,20872.012841,9.44
93.99,35653.873415,1295.98,0.7,446.02,58116.503574,0.188384,0.717
0.48,87.921022,0.94,14353.5,5915.59,986748.306029,41.848571,39.133
300.16,533596.353615,316.27,5.5,8056.34,0.188943,227.300745,62634.579
0.46,486432.792434,2.23,83.3,21.19,114299.727189,956.138256,713.668
95839.24,80.426366,50.89,3419.7,128631.76,0.054132,0.69026,3.625
74.75,21.664632,7.79,6153.0,913476.49,32.649928,85994.962899,0.378
3252.81,0.861615,962.19,6.6,75.73,213864.888175,6.753512,63.799
24.48,2.038284,33536.8,6580.2,485.73,2.81764,36515.225498,86.336
8.06,8.577043,62.7,718.8,73.67,150.449843,14771.409138,554634.611
4.35,8759.234503,71.99,81.7,74.79,35214.911611,438.421245,9078.813
8.37,6050.279927,96.33,16175.6,406.66,73.376903,3.931355,35.645
74.86,5988.577837,1108.21,4269.2,25.24,82.806791,98.233722,0.926
0.64,241668.69668,7.79,80695.7,43.67,531.842121,261.942401,63.505
16530.71,656.45447,469.02,1762.3,8560.21,0.690623,18327.149718,98.815
9489.24,80.551188,7941.52,697456.6,291.07,163.742466,8940.142144,5.326
0.08,2.819439,5397.29,64.0,76.21,732.982928,0.551875,191.146
991.54,7305.749107,904196.31,2841.4,8829.37,72.935963,75538.629964,260558.919
7.35,128.655626,41.53,43518.7,4.67,237.927606,924.572652,8.97
6875.93,2925.584092,9449.95,398805.3,220816.84,85883.290408,864.405126,532678.851
205389.14,92.980665,414309.68,835.5,543.71,0.192567,365.821668,85205.589
0.33,6542.422535,0.52,841.5,9529.68,52672.749077,49601.291822,0.088
5045.87,8.715268,369.37,4.3,679341.47,2.975183,33.114028,0.29
0.95,943423.17383,8.68,71.3,746.08,6731.978776,489.767602,517261.81
424230.31,847.504033,1139.35,0.7,0.27,675.423173,0.473914,3.046
7720.85,913.48301,4015.36,0.2,58.74,42571.595638,7381.496916,30885.109
0.43,9.365929,2.78,68.6,0.04,7615.571987,85556.926956,8536.02
2635.1,9413.130773,38986.8,45.2,1107.69,41.564449,4426.157753,904638.268
0.4,1.51788,6321.07,0.8,76.98,591794.455086,35773.962235,3743.602
467.67,88.442654,379.47,6.8,0.57,9908.234428,69537.037708,193.067
0.82,270.244032,699509.86,4909.4,371.41,40621.141969,0.499163,2.446
8.95,950933.820227,558691.77,21.4,23.19,0.76257,7949.390251,6872.333
650.27,0.625464,7.34,937.8,860086.74,28.06195,0.727646,0.749
24.65,57.841001,0.92,3.0,32.31,99.222324,16.539525,739.794
27379.54,774.981759,290156.45,0.1,30.54,5522.376236,4076.956388,684.326
63803.68,0.454631,5027.72,0.3,99301.37,9111.508808,33.979525,39906.974
27813.23,9673.063821,2931.37,565.0,368.3,0.454785,56.532892,3031.714
828349.88,14.863175,63210.94,0.1,43986.5,15.437675,3.491334,2.369
5.78,63.905407,9.51,935927.7,68.77,28045.356892,27.29891,85664.257
7197.96,415.651228,77188.28,173.3,0.95,2579.802527,899445.85498,221.652
7022.05,951.472209,0.12,4108.7,8681.65,657.7105,4071.499195,4417.992
18.23,29.923968,67864.72,0.6,5979.3,0.02448,110.51753,0.925
197887.53,64061.805553,448967.19,5.7,35.71,7.496671,857305.32119,31274.802
0.05,77.238366,36.48,9.7,355.74,6.53062,3746.819054,869.935
4.83,338620.101438,75322.62,0.0,759670.93,366626.653268,87275.950572,7780.832
9948.26,77.669487,0.34,0.4,67362.9,9.623013,0.479955,178529.624
49718.92,0.775876,655050.3,2501.1,700.3,17.213528,48.760311,0.333
71933.21,40148.146677,18384.9,27288.3,0.56,61043.261506,127715.741472,0.149
1802.69,128.791261,16196.79,5355.0,6236.24,84551.569059,0.376076,93.208
0.11,399933.302107,0.28,2.6,178.5,38283.136699,351.343354,0.622
9791.1,0.08983,841.03,23128.3,0.14,447523.382054,3286.015312,2276.14
65.94,712.124891,83.72,2788.0,70697.92,71690.463779,5.513745,947.512
9.44,10.3362,49.27,40224.9,7009.53,138.08686,174276.478112,8509.878
802830.53,1750.221386,7533.97,6846.9,67.56,509.894381,641391.588222,90258.316
751.36,11.354342,58107.72,88.7,607934.79,2816.807278,9.476248,0.535
6389.48,45.90033,12616.25,0.1,8925.83,82473.567307,344.435622,20050.737
53535.98,3151.272477,4.46,584484.7,897.4,4.326459,1468.05336,4918.611
7.21,0.328798,28.57,4635.0,1618.78,337.92139,50.442613,98.671
22441.38,0.821046,3.07,34.8,1357.89,0.479671,9.373105,0.904
965336.84,1.497381,24.12,9681.5,0.13,81897.573279,112.673844,9434.479
716.05,587.221338,0.28,0.1,117658.36,0.70867,74505.05684,624763.638
23092.21,119.853822,0.85,28.3,8.74,64986.996195,3.657152,1.77
946.37,909.424689,0.98,297.3,0.28,40.934227,374.53524,19.095
2.83,300.343656,35.62,1558.3,8.87,841.386247,6277.869858,60830.148
196707.63,68678.789435,60018.72,971456.5,552281.3,115.956891,0.652375,967082.662
14085.94,91.734139,0.81,0.6,489572.15,7180.194484,3.990889,815001.979
681547.97,81656.421835,9327.15,0.9,5.03,0.636785,9686.500583,0.574
807.9,33963.676055,9369.26,264.0,1738.42,57.921592,0.180833,888.031
78.82,0.663279,96656.32,826091.8,453491.28,1.750739,0.171435,6.382
94691.48,7.97683,0.89,0.2,0.69,843.989462,845.298848,609.274
4.68,0.420774,710.28,1364.8,835712.52,0.996461,24.963818,42348.978
0.8,855768.24091,8964.09,3.8,0.04,8867.406244,0.293657,35.595
79.88,0.70289,29.09,672.6,92290.43,189.064558,0.124008,66740.029
0.35,4.832511,984.49,2767.3,87.37,0.965229,3691.912124,137.462
0.93,2.377514,695.43,0.2,675.15,383417.625796,0.656646,2492.342
848530.83,0.948065,16765.56,206425.7,0.68,980.237181,7580.325016,180.979
724193.04,568217.572805,97.0,0.4,6710.33,0.80568,277964.668952,0.57
0.72,53.038125,54.94,57300.0,2.15,1.659295,0.929959,23.456
37881.35,7068.800067,9.69,2603.1,1.11,771975.710658,264.457734,94004.42
624607.67,4793.24392,386.67,15928.4,0.47,570518.185062,2631.108425,291358.861
0.99,1.736942,0.09,0.5,664.86,849.78177,86.405022,78.018
5202.13,720968.559509,82.9,869.1,30359.49,36412.093784,97806.884532,115.541
8935.91,359118.252943,29.8,827.4,8872.28,0.852402,73145.832409,0.786
9.82,0.340059,4243.14,0.5,2.85,672286.53187,39.521709,38681.201
822674.09,22.989548,198.34,204352.2,273.3,7377.539356,5096.097713,0.234
0.32,0.884701,0.07,836375.9,0.19,641.955473,767262.124446,90.376
382.08,3867.346107,4.9,93635.7,0.83,0.577776,46235.630738,1.312
29165.68,6.462878,0.85,150.5,0.74,9200.331664,28.512606,60.122
847633.52,86317.53772,56.14,880326.8,2761.46,6.855375,5173.189751,0.422
4.22,0.253182,8.65,0.6,0.96,64657.975666,24477.724039,16.259
7460.38,374387.499902,700.05,91667.0,5.09,1.395849,37.097376,0.926
9.91,54.280392,28014.18,15136.8,492.31,26.998828,2421.033911,55.15
34970.56,4.804701,64744.35,9520.3,871841.39,389.469914,6.142822,66.814
8388.39,15230.183695,9201.07,62507.0,38.42,2137.811957,2489.295791,2.42
5038.08,9.260452,947.67,33.8,84.16,1.64216,58.259116,61.123
0.72,0.857286,69696.71,0.9,182537.25,4.235661,0.6895,9305.051
0.87,4.350427,1430.6,0.2,5305.55,9.650776,0.844042,88828.919
0.13,1720.764244,906867.57,9.5,4.88,2612.029053,5.801535,1.531
65978.56,0.805578,81279.88,469.0,9287.08,81761.831055,1034.63473,557.943
4718.43,910.682122,18286.93,0.7,4379.06,2075.068059,8.134007,4056.332
3.46,3469.114109,83929.0,4558.0,1.14,386.880583,6.038334,9.399
891709.33,3.422064,1983.57,953.9,1086.07,90.725037,90.947926,4.025
3123.13,6.94352,153.01,2.2,0.42,85.926133,870720.032212,0.249
